,Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
349,349,349,Komisariat 350,"aleja Lubelska 51/28
24-816 Reda",16
350,350,350,Komisariat 351,"plac Krańcowa 34/62
06-340 Wołomin",20
351,351,351,Komisariat 352,"ul. Truskawkowa 78/46
17-928 Mińsk Mazowiecki",17
352,352,352,Komisariat 353,"ulica Wiązowa 68/27
09-151 Płock",14
353,353,353,Komisariat 354,"aleja Rzeczna 12
94-250 Tarnowskie Góry",32
354,354,354,Komisariat 355,"al. Robotnicza 00/89
45-383 Nowy Targ",14
355,355,355,Komisariat 356,"ulica Stawowa 782
87-874 Nysa",21
356,356,356,Komisariat 357,"plac Reymonta 86/06
27-526 Wągrowiec",20
357,357,357,Komisariat 358,"al. Poznańska 75/96
31-910 Puławy",16
358,358,358,Komisariat 359,"pl. Morcinka 79/17
98-985 Wrocław",28
359,359,359,Komisariat 360,"ul. Sawickiej 88/96
34-587 Jarosław",16
360,360,360,Komisariat 361,"ulica Konstytucji 3 Maja 58
20-334 Leszno",15
361,361,361,Komisariat 362,"ul. Niepodległości 246
61-890 Sopot",21
362,362,362,Komisariat 363,"aleja Kościuszki 10/68
02-913 Świdnica",19
363,363,363,Komisariat 364,"pl. Glówna 465
77-809 Głogów",18
364,364,364,Komisariat 365,"aleja Kosynierów 667
13-232 Brzeg",15
365,365,365,Komisariat 366,"pl. Mickiewicza 06
28-882 Śrem",19
366,366,366,Komisariat 367,"ul. Graniczna 38/15
98-458 Turek",23
367,367,367,Komisariat 368,"aleja Daszyńskiego 431
33-252 Piotrków Trybunalski",18
368,368,368,Komisariat 369,"aleja Magnoliowa 00
76-304 Starachowice",23
369,369,369,Komisariat 370,"ulica Środkowa 339
09-852 Wągrowiec",30
370,370,370,Komisariat 371,"ul. Lwowska 18
04-989 Knurów",20
371,371,371,Komisariat 372,"ulica Żeglarska 02/53
73-367 Stalowa Wola",20
372,372,372,Komisariat 373,"ulica Żeglarska 643
21-726 Ciechanów",20
373,373,373,Komisariat 374,"pl. Księżycowa 92/51
84-431 Myszków",21
374,374,374,Komisariat 375,"aleja Wyszyńskiego 99/30
50-048 Wejherowo",20
375,375,375,Komisariat 376,"pl. Kielecka 550
97-945 Chełm",22
376,376,376,Komisariat 377,"aleja Zielna 286
80-320 Wołomin",18
377,377,377,Komisariat 378,"plac Bema 903
88-278 Jawor",25
378,378,378,Komisariat 379,"al. Batalionów Chłopskich 95/31
77-901 Jastrzębie-Zdrój",17
379,379,379,Komisariat 380,"ul. Fredry 488
68-285 Czeladź",21
380,380,380,Komisariat 381,"ulica Wilcza 58/64
31-590 Żywiec",21
381,381,381,Komisariat 382,"ul. Wiosenna 236
14-998 Turek",19
382,382,382,Komisariat 383,"al. Sybiraków 13
29-158 Ostrów Mazowiecka",21
383,383,383,Komisariat 384,"aleja Jałowcowa 62
25-756 Bytom",21
384,384,384,Komisariat 385,"plac Konwaliowa 79
66-377 Września",15
385,385,385,Komisariat 386,"pl. Rynek 33
67-347 Polkowice",18
386,386,386,Komisariat 387,"ulica Nowa 01/87
50-887 Tarnów",18
387,387,387,Komisariat 388,"aleja Dobra 16/15
64-904 Bochnia",20
388,388,388,Komisariat 389,"pl. Kołłątaja 427
67-523 Nowy Dwór Mazowiecki",12
389,389,389,Komisariat 390,"plac Urocza 465
07-723 Przemyśl",16
390,390,390,Komisariat 391,"pl. Topolowa 750
44-398 Rzeszów",25
391,391,391,Komisariat 392,"pl. Gdańska 150
80-834 Ostróda",18
392,392,392,Komisariat 393,"plac Leśna 516
84-234 Lubliniec",20
393,393,393,Komisariat 394,"pl. Targowa 98
57-087 Rzeszów",33
394,394,394,Komisariat 395,"ulica Jana Pawła II 258
35-339 Świdnica",20
395,395,395,Komisariat 396,"aleja Akacjowa 346
81-070 Piaseczno",27
396,396,396,Komisariat 397,"pl. Korczaka 977
63-048 Łowicz",23
397,397,397,Komisariat 398,"ulica Tulipanowa 538
23-594 Lubliniec",16
398,398,398,Komisariat 399,"ul. Niepodległości 759
92-039 Stargard Szczeciński",18
399,399,399,Komisariat 400,"pl. Kamienna 90/83
94-713 Szczecin",12
400,400,400,Komisariat 401,"al. Narcyzowa 86/71
50-814 Lubliniec",16
401,401,401,Komisariat 402,"aleja Orzechowa 17/20
73-966 Oświęcim",20
402,402,402,Komisariat 403,"al. Pałacowa 00
74-315 Czeladź",16
403,403,403,Komisariat 404,"ulica Pałacowa 31
98-142 Pruszków",20
404,404,404,Komisariat 405,"ulica Stycznia 31/09
13-881 Ostrów Wielkopolski",28
405,405,405,Komisariat 406,"ulica Kilińskiego 96/29
02-217 Wrocław",15
406,406,406,Komisariat 407,"al. Rynek 183
69-072 Sosnowiec",16
407,407,407,Komisariat 408,"ul. Orzechowa 290
14-615 Sandomierz",24
408,408,408,Komisariat 409,"ul. Wilcza 690
28-847 Łomża",23
409,409,409,Komisariat 410,"ulica Gołębia 08/07
90-999 Sieradz",23
410,410,410,Komisariat 411,"ul. Mostowa 52
45-659 Wieluń",20
411,411,411,Komisariat 412,"pl. Porzeczkowa 52
68-689 Świebodzice",15
412,412,412,Komisariat 413,"al. Morelowa 812
01-140 Biała Podlaska",22
413,413,413,Komisariat 414,"al. Żeromskiego 019
60-782 Tomaszów Mazowiecki",19
414,414,414,Komisariat 415,"plac Górska 66
77-161 Tarnobrzeg",26
415,415,415,Komisariat 416,"plac Wolności 91
25-670 Czerwionka-Leszczyny",20
416,416,416,Komisariat 417,"ul. Władysława Łokietka 513
15-044 Legionowo",14
417,417,417,Komisariat 418,"plac Jeziorna 393
63-962 Mława",15
418,418,418,Komisariat 419,"aleja Miłosza 24/41
64-622 Piastów",19
419,419,419,Komisariat 420,"plac Żwirowa 77
17-287 Turek",23
420,420,420,Komisariat 421,"plac Działkowa 62
77-575 Wągrowiec",29
421,421,421,Komisariat 422,"aleja Kwiatowa 13/85
92-261 Szczytno",24
422,422,422,Komisariat 423,"al. Fredry 50
17-035 Śrem",18
423,423,423,Komisariat 424,"plac Lubelska 18/05
23-864 Żywiec",22
424,424,424,Komisariat 425,"ulica Śląska 289
04-560 Suwałki",24
425,425,425,Komisariat 426,"aleja Jadwigi 20
13-296 Łomża",19
426,426,426,Komisariat 427,"al. Podmiejska 476
52-224 Głogów",21
427,427,427,Komisariat 428,"ulica Poziomkowa 02/54
95-043 Świdnica",21
428,428,428,Komisariat 429,"pl. Ptasia 82/50
30-969 Turek",16
429,429,429,Komisariat 430,"ul. Krasickiego 65/67
33-128 Łuków",24
430,430,430,Komisariat 431,"aleja Chopina 25/57
12-397 Świdnik",21
431,431,431,Komisariat 432,"ul. Liliowa 63
77-068 Pszczyna",21
432,432,432,Komisariat 433,"pl. Malczewskiego 771
70-733 Swarzędz",20
433,433,433,Komisariat 434,"ul. Złota 95
60-487 Czeladź",13
434,434,434,Komisariat 435,"aleja Piękna 83/70
78-005 Toruń",11
435,435,435,Komisariat 436,"ul. Jarzębinowa 83/44
77-938 Tarnowskie Góry",15
436,436,436,Komisariat 437,"pl. Kościelna 47
03-569 Chełm",15
437,437,437,Komisariat 438,"plac Władysława Jagiełły 68/97
78-495 Bielsk Podlaski",22
438,438,438,Komisariat 439,"plac Działkowa 93/15
33-650 Koło",13
439,439,439,Komisariat 440,"plac Kolonia 94/64
26-270 Bochnia",25
440,440,440,Komisariat 441,"aleja Norwida 240
84-119 Kwidzyn",18
441,441,441,Komisariat 442,"aleja Zachodnia 06/90
55-605 Żary",18
442,442,442,Komisariat 443,"ul. Źródlana 100
90-802 Mińsk Mazowiecki",22
443,443,443,Komisariat 444,"ul. Baczynskiego 08/00
45-974 Oława",22
444,444,444,Komisariat 445,"al. Ceglana 16
16-033 Warszawa",12
445,445,445,Komisariat 446,"plac Daleka 31/85
97-644 Wejherowo",17
446,446,446,Komisariat 447,"plac Górna 62/26
91-625 Bartoszyce",20
447,447,447,Komisariat 448,"pl. Stefana Batorego 94/99
71-274 Tarnobrzeg",17
448,448,448,Komisariat 449,"pl. Konwaliowa 38
45-333 Ciechanów",24
449,449,449,Komisariat 450,"ul. Jadwigi 755
57-016 Piaseczno",18
450,450,450,Komisariat 451,"plac Zachodnia 014
52-374 Dąbrowa Górnicza",16
451,451,451,Komisariat 452,"ulica Krucza 29/16
05-153 Oświęcim",21
452,452,452,Komisariat 453,"pl. Sosnowa 463
72-290 Siedlce",16
453,453,453,Komisariat 454,"pl. Słowicza 086
02-523 Sosnowiec",27
454,454,454,Komisariat 455,"ulica Poznańska 47
65-101 Katowice",24
455,455,455,Komisariat 456,"al. Stawowa 044
91-602 Stargard Szczeciński",21
456,456,456,Komisariat 457,"ul. Czereśniowa 44
14-390 Łuków",22
457,457,457,Komisariat 458,"plac Orzeszkowej 936
54-817 Koszalin",28
458,458,458,Komisariat 459,"pl. Zamkowa 14
37-754 Gliwice",19
459,459,459,Komisariat 460,"pl. Łabędzia 011
65-449 Zduńska Wola",18
460,460,460,Komisariat 461,"pl. Strzelecka 85/25
65-523 Lubartów",21
461,461,461,Komisariat 462,"ulica Morska 901
05-236 Chojnice",18
462,462,462,Komisariat 463,"ulica Cmentarna 706
84-313 Dąbrowa Górnicza",18
463,463,463,Komisariat 464,"ul. Górnicza 319
45-041 Katowice",18
464,464,464,Komisariat 465,"ulica Baczynskiego 96/25
84-543 Pabianice",16
465,465,465,Komisariat 466,"ul. Korczaka 97
31-851 Szczytno",19
466,466,466,Komisariat 467,"pl. Sienkiewicza 740
30-210 Dąbrowa Górnicza",20
467,467,467,Komisariat 468,"aleja Stawowa 37
04-021 Ruda Śląska",16
468,468,468,Komisariat 469,"ul. Błękitna 792
85-724 Sandomierz",15
469,469,469,Komisariat 470,"ul. Przechodnia 718
95-188 Jarosław",23
470,470,470,Komisariat 471,"aleja Malczewskiego 59
30-080 Gliwice",18
471,471,471,Komisariat 472,"al. Magnoliowa 89
25-866 Lubartów",26
472,472,472,Komisariat 473,"al. Tartaczna 89/41
27-003 Skierniewice",21
473,473,473,Komisariat 474,"ul. Wesoła 82
20-108 Żagań",17
474,474,474,Komisariat 475,"al. Częstochowska 00/53
81-346 Piekary Śląskie",20
475,475,475,Komisariat 476,"al. Modrzewiowa 00/78
49-670 Ruda Śląska",12
476,476,476,Komisariat 477,"pl. Stroma 317
59-469 Knurów",17
477,477,477,Komisariat 478,"ulica Pszenna 16
77-858 Nowa Sól",28
478,478,478,Komisariat 479,"aleja Rzemieślnicza 65/67
30-653 Pruszcz Gdański",21
479,479,479,Komisariat 480,"al. Urocza 134
90-605 Marki",16
480,480,480,Komisariat 481,"pl. Kopernika 416
82-249 Szczecin",21
481,481,481,Komisariat 482,"ul. Kilińskiego 587
49-194 Kwidzyn",20
482,482,482,Komisariat 483,"ulica Cyprysowa 34/28
04-785 Biłgoraj",32
483,483,483,Komisariat 484,"ul. Spółdzielcza 85/56
72-771 Czerwionka-Leszczyny",20
484,484,484,Komisariat 485,"pl. Staszica 890
82-747 Ostróda",20
485,485,485,Komisariat 486,"aleja Orkana 287
31-929 Świnoujście",20
486,486,486,Komisariat 487,"plac Jeżynowa 03/18
79-309 Racibórz",19
487,487,487,Komisariat 488,"ul. Strumykowa 078
91-431 Ełk",21
488,488,488,Komisariat 489,"ulica Grunwaldzka 77/70
44-053 Płock",19
489,489,489,Komisariat 490,"ulica Myśliwska 95/30
44-361 Ostrów Mazowiecka",21
490,490,490,Komisariat 491,"ul. Lazurowa 585
10-746 Nowy Targ",13
491,491,491,Komisariat 492,"ul. Konwaliowa 54
84-218 Tarnowskie Góry",26
492,492,492,Komisariat 493,"plac Poznańska 17
39-067 Gliwice",23
493,493,493,Komisariat 494,"ulica Waryńskiego 894
26-776 Olkusz",16
494,494,494,Komisariat 495,"al. Myśliwska 30
55-171 Brzeg",23
495,495,495,Komisariat 496,"ul. Żwirki i Wigury 66
77-069 Gorzów Wielkopolski",17
496,496,496,Komisariat 497,"al. Bursztynowa 33
53-652 Biłgoraj",20
497,497,497,Komisariat 498,"ulica Prosta 522
65-805 Tychy",17
498,498,498,Komisariat 499,"aleja Nałkowskiej 05
20-701 Nowy Sącz",17
499,499,499,Komisariat 500,"plac Dębowa 013
10-769 Szczecinek",9
500,500,500,Komisariat 501,"ulica Hallera 583
98-913 Zgierz",19
501,501,501,Komisariat 502,"al. Prusa 048
82-623 Bełchatów",13
502,502,502,Komisariat 503,"plac Wiklinowa 01/32
13-432 Koło",18
503,503,503,Komisariat 504,"aleja Wesoła 353
13-481 Wieluń",17
504,504,504,Komisariat 505,"aleja Dąbrowskiego 43
06-670 Gdańsk",20
505,505,505,Komisariat 506,"al. Fabryczna 33/80
85-967 Elbląg",23
506,506,506,Komisariat 507,"pl. Kolonia 77
07-050 Słupsk",17
507,507,507,Komisariat 508,"plac Akacjowa 16/58
04-374 Myszków",19
508,508,508,Komisariat 509,"al. Świerczewskiego 82
89-630 Siemianowice Śląskie",16
509,509,509,Komisariat 510,"ulica Jana 623
30-008 Kielce",18
510,510,510,Komisariat 511,"aleja Zbożowa 00/71
29-976 Luboń",24
511,511,511,Komisariat 512,"plac Miłosza 58
33-626 Swarzędz",28
512,512,512,Komisariat 513,"plac Rubinowa 38/44
45-522 Piaseczno",16
513,513,513,Komisariat 514,"ul. Konstytucji 3 Maja 040
96-068 Żary",21
514,514,514,Komisariat 515,"ul. Polna 49/13
24-834 Świebodzice",26
515,515,515,Komisariat 516,"ulica Norwida 36/94
38-741 Czechowice-Dziedzice",24
516,516,516,Komisariat 517,"ul. Paderewskiego 66/55
14-356 Biłgoraj",26
517,517,517,Komisariat 518,"pl. Rycerska 251
87-623 Będzin",19
518,518,518,Komisariat 519,"pl. Parkowa 36
80-784 Rumia",23
519,519,519,Komisariat 520,"ul. Piastowska 19/16
26-555 Goleniów",27
520,520,520,Komisariat 521,"al. Tuwima 50/97
26-737 Lubartów",25
521,521,521,Komisariat 522,"ulica Złota 97
59-716 Stargard Szczeciński",22
522,522,522,Komisariat 523,"al. Dobra 16
14-012 Zgierz",12
523,523,523,Komisariat 524,"ul. Lelewela 78/06
69-042 Chorzów",24
524,524,524,Komisariat 525,"ulica Królewska 456
38-673 Lubin",22
525,525,525,Komisariat 526,"plac Lipowa 340
61-862 Bartoszyce",22
526,526,526,Komisariat 527,"plac Śląska 55/48
42-367 Police",19
527,527,527,Komisariat 528,"al. Brzechwy 67
43-126 Jastrzębie-Zdrój",15
528,528,528,Komisariat 529,"ul. Jana Sobieskiego 70
34-724 Sopot",22
529,529,529,Komisariat 530,"aleja Wiązowa 05/73
15-172 Poznań",33
530,530,530,Komisariat 531,"al. Prosta 356
19-475 Wałbrzych",20
531,531,531,Komisariat 532,"aleja Szmaragdowa 03/07
57-142 Bartoszyce",20
532,532,532,Komisariat 533,"aleja Wieniawskiego 029
89-580 Zabrze",29
533,533,533,Komisariat 534,"al. Willowa 933
51-695 Siedlce",22
534,534,534,Komisariat 535,"plac Mokra 37
72-669 Zamość",17
535,535,535,Komisariat 536,"aleja Podgórna 575
26-610 Wieluń",19
536,536,536,Komisariat 537,"ulica Daszyńskiego 126
06-058 Turek",15
537,537,537,Komisariat 538,"ulica Krucza 863
31-077 Police",24
538,538,538,Komisariat 539,"al. Kruczkowskiego 56/52
88-930 Zawiercie",19
539,539,539,Komisariat 540,"aleja Konstytucji 3 Maja 858
59-236 Wałbrzych",21
540,540,540,Komisariat 541,"plac Fabryczna 79
59-235 Częstochowa",25
541,541,541,Komisariat 542,"pl. Waryńskiego 368
32-079 Jasło",9
542,542,542,Komisariat 543,"aleja Pułaskiego 99/60
08-237 Kętrzyn",24
543,543,543,Komisariat 544,"pl. Słonecznikowa 97/10
58-109 Racibórz",10
544,544,544,Komisariat 545,"ul. Jaskółcza 17/78
43-211 Zawiercie",15
545,545,545,Komisariat 546,"al. Reja 213
87-380 Tarnowskie Góry",23
546,546,546,Komisariat 547,"ul. Nałkowskiej 788
33-042 Szczytno",19
547,547,547,Komisariat 548,"ulica Makuszyńskiego 54/41
10-752 Czeladź",20
548,548,548,Komisariat 549,"pl. Wieniawskiego 56/54
49-253 Brzeg",24
549,549,549,Komisariat 550,"ulica Poznańska 00/82
97-976 Giżycko",24
550,550,550,Komisariat 551,"aleja Wąska 25
50-106 Nowy Targ",14
551,551,551,Komisariat 552,"aleja Wiosenna 60
09-723 Ostrołęka",24
552,552,552,Komisariat 553,"ul. Lipca 568
44-345 Nowy Sącz",22
553,553,553,Komisariat 554,"al. Mazurska 256
62-958 Białogard",18
554,554,554,Komisariat 555,"al. Jastrzębia 569
06-601 Zawiercie",18
555,555,555,Komisariat 556,"al. Szpitalna 99
23-391 Skawina",28
556,556,556,Komisariat 557,"plac Kreta 719
10-010 Poznań",14
557,557,557,Komisariat 558,"pl. Piękna 92
14-701 Bochnia",16
558,558,558,Komisariat 559,"aleja Wilcza 988
47-399 Mińsk Mazowiecki",22
559,559,559,Komisariat 560,"plac Rataja 03
11-345 Legnica",28
560,560,560,Komisariat 561,"aleja Willowa 48/37
61-924 Ostróda",21
561,561,561,Komisariat 562,"aleja Jeżynowa 577
88-228 Legionowo",17
562,562,562,Komisariat 563,"pl. Jesienna 687
80-688 Szczytno",12
563,563,563,Komisariat 564,"aleja Kasprowicza 898
10-732 Kętrzyn",15
564,564,564,Komisariat 565,"ulica Konarskiego 657
22-922 Lębork",19
565,565,565,Komisariat 566,"ulica Wiślana 750
57-116 Krotoszyn",26
566,566,566,Komisariat 567,"al. Niepodległości 72/44
13-064 Legnica",12
567,567,567,Komisariat 568,"ul. Niepodległości 40/14
36-694 Giżycko",18
568,568,568,Komisariat 569,"plac Szarych Szeregów 01
31-430 Piła",9
569,569,569,Komisariat 570,"pl. Szpitalna 43/30
37-789 Lubartów",25
570,570,570,Komisariat 571,"plac Południowa 28
40-747 Piła",14
571,571,571,Komisariat 572,"plac Jarzębinowa 383
10-481 Reda",18
572,572,572,Komisariat 573,"ul. Rzemieślnicza 802
69-966 Bielawa",25
573,573,573,Komisariat 574,"plac Lwowska 12
42-064 Skarżysko-Kamienna",16
574,574,574,Komisariat 575,"aleja Miarki 50/61
73-806 Jaworzno",24
575,575,575,Komisariat 576,"ul. Asnyka 51
07-703 Sanok",17
576,576,576,Komisariat 577,"aleja Wojciecha 30/47
74-997 Stargard Szczeciński",20
577,577,577,Komisariat 578,"plac Lubelska 159
59-749 Nysa",11
578,578,578,Komisariat 579,"plac Batalionów Chłopskich 72
44-479 Reda",25
579,579,579,Komisariat 580,"aleja Borowa 907
72-845 Łuków",19
580,580,580,Komisariat 581,"ulica Konwaliowa 57
24-489 Bielsko-Biała",21
581,581,581,Komisariat 582,"aleja Kolorowa 00/24
41-905 Biała Podlaska",18
582,582,582,Komisariat 583,"al. Powstańców Wielkopolskich 217
02-192 Kraków",19
583,583,583,Komisariat 584,"ul. Wybickiego 095
73-217 Kielce",25
584,584,584,Komisariat 585,"plac Szeroka 33
01-524 Ząbki",12
585,585,585,Komisariat 586,"plac Narcyzowa 70
06-251 Kraków",17
586,586,586,Komisariat 587,"pl. Przechodnia 059
52-897 Jaworzno",21
587,587,587,Komisariat 588,"ul. Wrzosowa 771
56-778 Kołobrzeg",19
588,588,588,Komisariat 589,"ul. Zwycięstwa 64
54-495 Ząbki",25
589,589,589,Komisariat 590,"plac Okulickiego 41
25-025 Tarnobrzeg",19
590,590,590,Komisariat 591,"ul. Sucharskiego 32/79
55-462 Koło",25
591,591,591,Komisariat 592,"plac Magnoliowa 41
12-860 Tarnobrzeg",18
592,592,592,Komisariat 593,"pl. Leśna 64/48
47-622 Bolesławiec",28
593,593,593,Komisariat 594,"pl. Irysowa 44/74
94-104 Żary",26
594,594,594,Komisariat 595,"al. Lipca 44/33
08-924 Nysa",18
595,595,595,Komisariat 596,"al. Nałkowskiej 68/46
87-664 Piastów",21
596,596,596,Komisariat 597,"ulica Kreta 72
07-821 Nowy Dwór Mazowiecki",24
597,597,597,Komisariat 598,"ulica Wiklinowa 02/83
09-954 Cieszyn",20
598,598,598,Komisariat 599,"plac Wilcza 45
07-419 Piekary Śląskie",19
599,599,599,Komisariat 600,"al. Szmaragdowa 692
87-751 Częstochowa",17
600,600,600,Komisariat 601,"plac Jodłowa 296
10-473 Warszawa",27
601,601,601,Komisariat 602,"plac Liliowa 97/85
59-402 Piekary Śląskie",22
602,602,602,Komisariat 603,"aleja Tuwima 942
83-900 Gliwice",17
603,603,603,Komisariat 604,"pl. Sikorskiego 07
54-980 Ostrowiec Świętokrzyski",19
604,604,604,Komisariat 605,"plac Zielna 89/86
17-252 Świnoujście",18
605,605,605,Komisariat 606,"plac Owocowa 226
19-665 Piła",26
606,606,606,Komisariat 607,"ul. Składowa 547
56-517 Lubin",19
607,607,607,Komisariat 608,"ul. Kazimierza Wielkiego 275
55-242 Skarżysko-Kamienna",12
608,608,608,Komisariat 609,"al. Graniczna 527
52-932 Turek",32
609,609,609,Komisariat 610,"plac Krucza 04
59-731 Sandomierz",21
610,610,610,Komisariat 611,"aleja Handlowa 15
11-847 Ciechanów",20
611,611,611,Komisariat 612,"plac Parkowa 907
61-408 Starogard Gdański",17
612,612,612,Komisariat 613,"al. Wiosenna 66
09-416 Świdnik",25
613,613,613,Komisariat 614,"plac Zacisze 56/71
10-113 Lębork",20
614,614,614,Komisariat 615,"ul. Okrężna 23/99
58-930 Polkowice",16
615,615,615,Komisariat 616,"ulica Osiedlowa 14/25
56-846 Wołomin",19
616,616,616,Komisariat 617,"plac Zaułek 864
95-906 Mikołów",20
617,617,617,Komisariat 618,"plac Przemysłowa 336
09-115 Szczytno",17
618,618,618,Komisariat 619,"al. Opolska 45/95
27-508 Nowa Sól",6
619,619,619,Komisariat 620,"plac Wałowa 149
63-570 Biłgoraj",29
620,620,620,Komisariat 621,"ul. Rataja 97
16-653 Ostrowiec Świętokrzyski",14
621,621,621,Komisariat 622,"ulica Piłsudskiego 561
64-054 Polkowice",22
622,622,622,Komisariat 623,"ulica Staffa 65
61-928 Nowy Dwór Mazowiecki",18
623,623,623,Komisariat 624,"al. Grabowa 81
50-808 Grudziądz",21
624,624,624,Komisariat 625,"al. Piłsudskiego 650
29-898 Kłodzko",23
625,625,625,Komisariat 626,"aleja Wschodnia 874
75-576 Bielsko-Biała",19
626,626,626,Komisariat 627,"al. Jarzębinowa 152
04-812 Szczecin",21
627,627,627,Komisariat 628,"pl. Tęczowa 92/72
71-553 Gniezno",20
628,628,628,Komisariat 629,"al. Zakole 555
24-178 Bielawa",26
629,629,629,Komisariat 630,"pl. Mostowa 825
42-753 Gniezno",19
630,630,630,Komisariat 631,"plac Poniatowskiego 24
66-114 Wejherowo",17
631,631,631,Komisariat 632,"ul. Cisowa 59
52-069 Stalowa Wola",22
632,632,632,Komisariat 633,"al. Floriana 58/29
31-732 Gniezno",13
633,633,633,Komisariat 634,"al. Wiejska 35
12-316 Siedlce",15
634,634,634,Komisariat 635,"aleja Krańcowa 08
66-537 Gorlice",24
635,635,635,Komisariat 636,"ul. Kosynierów 78/01
69-209 Otwock",22
636,636,636,Komisariat 637,"ul. Piłsudskiego 45
45-088 Szczytno",22
637,637,637,Komisariat 638,"al. Odrzańska 243
48-591 Zambrów",15
638,638,638,Komisariat 639,"ulica Stolarska 30
15-220 Żagań",18
639,639,639,Komisariat 640,"ulica Piekarska 344
27-221 Zawiercie",17
640,640,640,Komisariat 641,"plac Szczęśliwa 991
83-751 Swarzędz",22
641,641,641,Komisariat 642,"pl. Jagodowa 46
83-328 Łomża",21
642,642,642,Komisariat 643,"al. Towarowa 923
51-258 Czerwionka-Leszczyny",26
643,643,643,Komisariat 644,"ul. Malinowa 46
44-409 Gdańsk",23
644,644,644,Komisariat 645,"ulica Łąkowa 185
24-156 Brodnica",24
645,645,645,Komisariat 646,"al. Narcyzowa 34
25-841 Olsztyn",20
646,646,646,Komisariat 647,"plac Podwale 75
21-745 Skierniewice",12
647,647,647,Komisariat 648,"ulica Spokojna 017
95-184 Gdynia",23
648,648,648,Komisariat 649,"ul. Zamkowa 72
78-837 Ciechanów",24
649,649,649,Komisariat 650,"ulica Wyzwolenia 88/13
52-479 Jelenia Góra",21
650,650,650,Komisariat 651,"al. Królewska 024
78-797 Wągrowiec",17
651,651,651,Komisariat 652,"ul. Jałowcowa 91
96-458 Chełm",17
652,652,652,Komisariat 653,"plac Zaciszna 388
72-387 Płońsk",12
