Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
367,367,Komisariat 368,"aleja Daszyńskiego 431
33-252 Piotrków Trybunalski",8
368,368,Komisariat 369,"aleja Magnoliowa 00
76-304 Starachowice",11
369,369,Komisariat 370,"ulica Środkowa 339
09-852 Wągrowiec",17
370,370,Komisariat 371,"ul. Lwowska 18
04-989 Knurów",12
371,371,Komisariat 372,"ulica Żeglarska 02/53
73-367 Stalowa Wola",10
372,372,Komisariat 373,"ulica Żeglarska 643
21-726 Ciechanów",11
373,373,Komisariat 374,"pl. Księżycowa 92/51
84-431 Myszków",13
374,374,Komisariat 375,"aleja Wyszyńskiego 99/30
50-048 Wejherowo",12
375,375,Komisariat 376,"pl. Kielecka 550
97-945 Chełm",8
376,376,Komisariat 377,"aleja Zielna 286
80-320 Wołomin",9
377,377,Komisariat 378,"plac Bema 903
88-278 Jawor",12
378,378,Komisariat 379,"al. Batalionów Chłopskich 95/31
77-901 Jastrzębie-Zdrój",10
379,379,Komisariat 380,"ul. Fredry 488
68-285 Czeladź",8
380,380,Komisariat 381,"ulica Wilcza 58/64
31-590 Żywiec",14
381,381,Komisariat 382,"ul. Wiosenna 236
14-998 Turek",12
382,382,Komisariat 383,"al. Sybiraków 13
29-158 Ostrów Mazowiecka",11
383,383,Komisariat 384,"aleja Jałowcowa 62
25-756 Bytom",10
384,384,Komisariat 385,"plac Konwaliowa 79
66-377 Września",7
385,385,Komisariat 386,"pl. Rynek 33
67-347 Polkowice",12
386,386,Komisariat 387,"ulica Nowa 01/87
50-887 Tarnów",6
387,387,Komisariat 388,"aleja Dobra 16/15
64-904 Bochnia",14
388,388,Komisariat 389,"pl. Kołłątaja 427
67-523 Nowy Dwór Mazowiecki",8
389,389,Komisariat 390,"plac Urocza 465
07-723 Przemyśl",9
390,390,Komisariat 391,"pl. Topolowa 750
44-398 Rzeszów",12
391,391,Komisariat 392,"pl. Gdańska 150
80-834 Ostróda",7
392,392,Komisariat 393,"plac Leśna 516
84-234 Lubliniec",12
393,393,Komisariat 394,"pl. Targowa 98
57-087 Rzeszów",14
394,394,Komisariat 395,"ulica Jana Pawła II 258
35-339 Świdnica",11
395,395,Komisariat 396,"aleja Akacjowa 346
81-070 Piaseczno",12
396,396,Komisariat 397,"pl. Korczaka 977
63-048 Łowicz",12
397,397,Komisariat 398,"ulica Tulipanowa 538
23-594 Lubliniec",9
398,398,Komisariat 399,"ul. Niepodległości 759
92-039 Stargard Szczeciński",11
399,399,Komisariat 400,"pl. Kamienna 90/83
94-713 Szczecin",8
400,400,Komisariat 401,"al. Narcyzowa 86/71
50-814 Lubliniec",6
401,401,Komisariat 402,"aleja Orzechowa 17/20
73-966 Oświęcim",10
402,402,Komisariat 403,"al. Pałacowa 00
74-315 Czeladź",14
403,403,Komisariat 404,"ulica Pałacowa 31
98-142 Pruszków",11
404,404,Komisariat 405,"ulica Stycznia 31/09
13-881 Ostrów Wielkopolski",11
405,405,Komisariat 406,"ulica Kilińskiego 96/29
02-217 Wrocław",9
406,406,Komisariat 407,"al. Rynek 183
69-072 Sosnowiec",8
407,407,Komisariat 408,"ul. Orzechowa 290
14-615 Sandomierz",16
408,408,Komisariat 409,"ul. Wilcza 690
28-847 Łomża",10
409,409,Komisariat 410,"ulica Gołębia 08/07
90-999 Sieradz",14
410,410,Komisariat 411,"ul. Mostowa 52
45-659 Wieluń",9
411,411,Komisariat 412,"pl. Porzeczkowa 52
68-689 Świebodzice",6
412,412,Komisariat 413,"al. Morelowa 812
01-140 Biała Podlaska",13
413,413,Komisariat 414,"al. Żeromskiego 019
60-782 Tomaszów Mazowiecki",10
414,414,Komisariat 415,"plac Górska 66
77-161 Tarnobrzeg",14
415,415,Komisariat 416,"plac Wolności 91
25-670 Czerwionka-Leszczyny",8
416,416,Komisariat 417,"ul. Władysława Łokietka 513
15-044 Legionowo",6
417,417,Komisariat 418,"plac Jeziorna 393
63-962 Mława",10
418,418,Komisariat 419,"aleja Miłosza 24/41
64-622 Piastów",8
419,419,Komisariat 420,"plac Żwirowa 77
17-287 Turek",11
420,420,Komisariat 421,"plac Działkowa 62
77-575 Wągrowiec",16
421,421,Komisariat 422,"aleja Kwiatowa 13/85
92-261 Szczytno",13
422,422,Komisariat 423,"al. Fredry 50
17-035 Śrem",9
423,423,Komisariat 424,"plac Lubelska 18/05
23-864 Żywiec",11
424,424,Komisariat 425,"ulica Śląska 289
04-560 Suwałki",12
425,425,Komisariat 426,"aleja Jadwigi 20
13-296 Łomża",10
426,426,Komisariat 427,"al. Podmiejska 476
52-224 Głogów",8
427,427,Komisariat 428,"ulica Poziomkowa 02/54
95-043 Świdnica",8
428,428,Komisariat 429,"pl. Ptasia 82/50
30-969 Turek",10
429,429,Komisariat 430,"ul. Krasickiego 65/67
33-128 Łuków",12
430,430,Komisariat 431,"aleja Chopina 25/57
12-397 Świdnik",13
431,431,Komisariat 432,"ul. Liliowa 63
77-068 Pszczyna",11
432,432,Komisariat 433,"pl. Malczewskiego 771
70-733 Swarzędz",7
433,433,Komisariat 434,"ul. Złota 95
60-487 Czeladź",6
434,434,Komisariat 435,"aleja Piękna 83/70
78-005 Toruń",3
435,435,Komisariat 436,"ul. Jarzębinowa 83/44
77-938 Tarnowskie Góry",6
436,436,Komisariat 437,"pl. Kościelna 47
03-569 Chełm",7
437,437,Komisariat 438,"plac Władysława Jagiełły 68/97
78-495 Bielsk Podlaski",14
438,438,Komisariat 439,"plac Działkowa 93/15
33-650 Koło",8
439,439,Komisariat 440,"plac Kolonia 94/64
26-270 Bochnia",11
440,440,Komisariat 441,"aleja Norwida 240
84-119 Kwidzyn",6
441,441,Komisariat 442,"aleja Zachodnia 06/90
55-605 Żary",10
442,442,Komisariat 443,"ul. Źródlana 100
90-802 Mińsk Mazowiecki",12
443,443,Komisariat 444,"ul. Baczynskiego 08/00
45-974 Oława",8
444,444,Komisariat 445,"al. Ceglana 16
16-033 Warszawa",2
445,445,Komisariat 446,"plac Daleka 31/85
97-644 Wejherowo",7
446,446,Komisariat 447,"plac Górna 62/26
91-625 Bartoszyce",8
447,447,Komisariat 448,"pl. Stefana Batorego 94/99
71-274 Tarnobrzeg",8
448,448,Komisariat 449,"pl. Konwaliowa 38
45-333 Ciechanów",13
449,449,Komisariat 450,"ul. Jadwigi 755
57-016 Piaseczno",10
450,450,Komisariat 451,"plac Zachodnia 014
52-374 Dąbrowa Górnicza",13
451,451,Komisariat 452,"ulica Krucza 29/16
05-153 Oświęcim",11
452,452,Komisariat 453,"pl. Sosnowa 463
72-290 Siedlce",5
453,453,Komisariat 454,"pl. Słowicza 086
02-523 Sosnowiec",18
454,454,Komisariat 455,"ulica Poznańska 47
65-101 Katowice",10
455,455,Komisariat 456,"al. Stawowa 044
91-602 Stargard Szczeciński",9
456,456,Komisariat 457,"ul. Czereśniowa 44
14-390 Łuków",15
457,457,Komisariat 458,"plac Orzeszkowej 936
54-817 Koszalin",16
458,458,Komisariat 459,"pl. Zamkowa 14
37-754 Gliwice",5
459,459,Komisariat 460,"pl. Łabędzia 011
65-449 Zduńska Wola",9
460,460,Komisariat 461,"pl. Strzelecka 85/25
65-523 Lubartów",8
461,461,Komisariat 462,"ulica Morska 901
05-236 Chojnice",7
462,462,Komisariat 463,"ulica Cmentarna 706
84-313 Dąbrowa Górnicza",8
463,463,Komisariat 464,"ul. Górnicza 319
45-041 Katowice",8
464,464,Komisariat 465,"ulica Baczynskiego 96/25
84-543 Pabianice",7
465,465,Komisariat 466,"ul. Korczaka 97
31-851 Szczytno",8
466,466,Komisariat 467,"pl. Sienkiewicza 740
30-210 Dąbrowa Górnicza",9
467,467,Komisariat 468,"aleja Stawowa 37
04-021 Ruda Śląska",4
468,468,Komisariat 469,"ul. Błękitna 792
85-724 Sandomierz",6
469,469,Komisariat 470,"ul. Przechodnia 718
95-188 Jarosław",12
470,470,Komisariat 471,"aleja Malczewskiego 59
30-080 Gliwice",8
471,471,Komisariat 472,"al. Magnoliowa 89
25-866 Lubartów",16
472,472,Komisariat 473,"al. Tartaczna 89/41
27-003 Skierniewice",11
473,473,Komisariat 474,"ul. Wesoła 82
20-108 Żagań",9
474,474,Komisariat 475,"al. Częstochowska 00/53
81-346 Piekary Śląskie",7
475,475,Komisariat 476,"al. Modrzewiowa 00/78
49-670 Ruda Śląska",6
476,476,Komisariat 477,"pl. Stroma 317
59-469 Knurów",9
477,477,Komisariat 478,"ulica Pszenna 16
77-858 Nowa Sól",15
478,478,Komisariat 479,"aleja Rzemieślnicza 65/67
30-653 Pruszcz Gdański",12
479,479,Komisariat 480,"al. Urocza 134
90-605 Marki",10
480,480,Komisariat 481,"pl. Kopernika 416
82-249 Szczecin",9
481,481,Komisariat 482,"ul. Kilińskiego 587
49-194 Kwidzyn",14
482,482,Komisariat 483,"ulica Cyprysowa 34/28
04-785 Biłgoraj",15
483,483,Komisariat 484,"ul. Spółdzielcza 85/56
72-771 Czerwionka-Leszczyny",8
484,484,Komisariat 485,"pl. Staszica 890
82-747 Ostróda",10
485,485,Komisariat 486,"aleja Orkana 287
31-929 Świnoujście",7
486,486,Komisariat 487,"plac Jeżynowa 03/18
79-309 Racibórz",6
487,487,Komisariat 488,"ul. Strumykowa 078
91-431 Ełk",13
488,488,Komisariat 489,"ulica Grunwaldzka 77/70
44-053 Płock",12
489,489,Komisariat 490,"ulica Myśliwska 95/30
44-361 Ostrów Mazowiecka",10
490,490,Komisariat 491,"ul. Lazurowa 585
10-746 Nowy Targ",6
491,491,Komisariat 492,"ul. Konwaliowa 54
84-218 Tarnowskie Góry",16
492,492,Komisariat 493,"plac Poznańska 17
39-067 Gliwice",14
493,493,Komisariat 494,"ulica Waryńskiego 894
26-776 Olkusz",8
494,494,Komisariat 495,"al. Myśliwska 30
55-171 Brzeg",8
495,495,Komisariat 496,"ul. Żwirki i Wigury 66
77-069 Gorzów Wielkopolski",8
496,496,Komisariat 497,"al. Bursztynowa 33
53-652 Biłgoraj",9
497,497,Komisariat 498,"ulica Prosta 522
65-805 Tychy",9
498,498,Komisariat 499,"aleja Nałkowskiej 05
20-701 Nowy Sącz",7
499,499,Komisariat 500,"plac Dębowa 013
10-769 Szczecinek",4
500,500,Komisariat 501,"ulica Hallera 583
98-913 Zgierz",11
501,501,Komisariat 502,"al. Prusa 048
82-623 Bełchatów",10
502,502,Komisariat 503,"plac Wiklinowa 01/32
13-432 Koło",9
503,503,Komisariat 504,"aleja Wesoła 353
13-481 Wieluń",9
504,504,Komisariat 505,"aleja Dąbrowskiego 43
06-670 Gdańsk",11
505,505,Komisariat 506,"al. Fabryczna 33/80
85-967 Elbląg",10
506,506,Komisariat 507,"pl. Kolonia 77
07-050 Słupsk",7
507,507,Komisariat 508,"plac Akacjowa 16/58
04-374 Myszków",9
508,508,Komisariat 509,"al. Świerczewskiego 82
89-630 Siemianowice Śląskie",10
509,509,Komisariat 510,"ulica Jana 623
30-008 Kielce",11
510,510,Komisariat 511,"aleja Zbożowa 00/71
29-976 Luboń",12
511,511,Komisariat 512,"plac Miłosza 58
33-626 Swarzędz",13
512,512,Komisariat 513,"plac Rubinowa 38/44
45-522 Piaseczno",10
513,513,Komisariat 514,"ul. Konstytucji 3 Maja 040
96-068 Żary",13
514,514,Komisariat 515,"ul. Polna 49/13
24-834 Świebodzice",14
515,515,Komisariat 516,"ulica Norwida 36/94
38-741 Czechowice-Dziedzice",12
516,516,Komisariat 517,"ul. Paderewskiego 66/55
14-356 Biłgoraj",16
517,517,Komisariat 518,"pl. Rycerska 251
87-623 Będzin",14
518,518,Komisariat 519,"pl. Parkowa 36
80-784 Rumia",12
519,519,Komisariat 520,"ul. Piastowska 19/16
26-555 Goleniów",14
520,520,Komisariat 521,"al. Tuwima 50/97
26-737 Lubartów",15
521,521,Komisariat 522,"ulica Złota 97
59-716 Stargard Szczeciński",13
522,522,Komisariat 523,"al. Dobra 16
14-012 Zgierz",5
523,523,Komisariat 524,"ul. Lelewela 78/06
69-042 Chorzów",12
524,524,Komisariat 525,"ulica Królewska 456
38-673 Lubin",15
525,525,Komisariat 526,"plac Lipowa 340
61-862 Bartoszyce",9
526,526,Komisariat 527,"plac Śląska 55/48
42-367 Police",8
527,527,Komisariat 528,"al. Brzechwy 67
43-126 Jastrzębie-Zdrój",6
528,528,Komisariat 529,"ul. Jana Sobieskiego 70
34-724 Sopot",7
529,529,Komisariat 530,"aleja Wiązowa 05/73
15-172 Poznań",18
530,530,Komisariat 531,"al. Prosta 356
19-475 Wałbrzych",10
531,531,Komisariat 532,"aleja Szmaragdowa 03/07
57-142 Bartoszyce",11
532,532,Komisariat 533,"aleja Wieniawskiego 029
89-580 Zabrze",14
533,533,Komisariat 534,"al. Willowa 933
51-695 Siedlce",9
534,534,Komisariat 535,"plac Mokra 37
72-669 Zamość",8
535,535,Komisariat 536,"aleja Podgórna 575
26-610 Wieluń",9
536,536,Komisariat 537,"ulica Daszyńskiego 126
06-058 Turek",8
537,537,Komisariat 538,"ulica Krucza 863
31-077 Police",12
538,538,Komisariat 539,"al. Kruczkowskiego 56/52
88-930 Zawiercie",11
539,539,Komisariat 540,"aleja Konstytucji 3 Maja 858
59-236 Wałbrzych",12
540,540,Komisariat 541,"plac Fabryczna 79
59-235 Częstochowa",15
541,541,Komisariat 542,"pl. Waryńskiego 368
32-079 Jasło",3
542,542,Komisariat 543,"aleja Pułaskiego 99/60
08-237 Kętrzyn",13
543,543,Komisariat 544,"pl. Słonecznikowa 97/10
58-109 Racibórz",4
544,544,Komisariat 545,"ul. Jaskółcza 17/78
43-211 Zawiercie",9
545,545,Komisariat 546,"al. Reja 213
87-380 Tarnowskie Góry",14
546,546,Komisariat 547,"ul. Nałkowskiej 788
33-042 Szczytno",9
547,547,Komisariat 548,"ulica Makuszyńskiego 54/41
10-752 Czeladź",12
548,548,Komisariat 549,"pl. Wieniawskiego 56/54
49-253 Brzeg",16
549,549,Komisariat 550,"ulica Poznańska 00/82
97-976 Giżycko",12
550,550,Komisariat 551,"aleja Wąska 25
50-106 Nowy Targ",7
551,551,Komisariat 552,"aleja Wiosenna 60
09-723 Ostrołęka",12
552,552,Komisariat 553,"ul. Lipca 568
44-345 Nowy Sącz",10
553,553,Komisariat 554,"al. Mazurska 256
62-958 Białogard",9
554,554,Komisariat 555,"al. Jastrzębia 569
06-601 Zawiercie",10
555,555,Komisariat 556,"al. Szpitalna 99
23-391 Skawina",14
556,556,Komisariat 557,"plac Kreta 719
10-010 Poznań",7
557,557,Komisariat 558,"pl. Piękna 92
14-701 Bochnia",7
558,558,Komisariat 559,"aleja Wilcza 988
47-399 Mińsk Mazowiecki",12
559,559,Komisariat 560,"plac Rataja 03
11-345 Legnica",15
560,560,Komisariat 561,"aleja Willowa 48/37
61-924 Ostróda",12
561,561,Komisariat 562,"aleja Jeżynowa 577
88-228 Legionowo",11
562,562,Komisariat 563,"pl. Jesienna 687
80-688 Szczytno",6
563,563,Komisariat 564,"aleja Kasprowicza 898
10-732 Kętrzyn",8
564,564,Komisariat 565,"ulica Konarskiego 657
22-922 Lębork",10
565,565,Komisariat 566,"ulica Wiślana 750
57-116 Krotoszyn",13
566,566,Komisariat 567,"al. Niepodległości 72/44
13-064 Legnica",7
567,567,Komisariat 568,"ul. Niepodległości 40/14
36-694 Giżycko",11
568,568,Komisariat 569,"plac Szarych Szeregów 01
31-430 Piła",8
569,569,Komisariat 570,"pl. Szpitalna 43/30
37-789 Lubartów",11
570,570,Komisariat 571,"plac Południowa 28
40-747 Piła",7
571,571,Komisariat 572,"plac Jarzębinowa 383
10-481 Reda",11
572,572,Komisariat 573,"ul. Rzemieślnicza 802
69-966 Bielawa",15
573,573,Komisariat 574,"plac Lwowska 12
42-064 Skarżysko-Kamienna",6
574,574,Komisariat 575,"aleja Miarki 50/61
73-806 Jaworzno",12
575,575,Komisariat 576,"ul. Asnyka 51
07-703 Sanok",12
576,576,Komisariat 577,"aleja Wojciecha 30/47
74-997 Stargard Szczeciński",11
577,577,Komisariat 578,"plac Lubelska 159
59-749 Nysa",8
578,578,Komisariat 579,"plac Batalionów Chłopskich 72
44-479 Reda",8
579,579,Komisariat 580,"aleja Borowa 907
72-845 Łuków",9
580,580,Komisariat 581,"ulica Konwaliowa 57
24-489 Bielsko-Biała",10
581,581,Komisariat 582,"aleja Kolorowa 00/24
41-905 Biała Podlaska",11
582,582,Komisariat 583,"al. Powstańców Wielkopolskich 217
02-192 Kraków",9
583,583,Komisariat 584,"ul. Wybickiego 095
73-217 Kielce",14
584,584,Komisariat 585,"plac Szeroka 33
01-524 Ząbki",8
585,585,Komisariat 586,"plac Narcyzowa 70
06-251 Kraków",11
586,586,Komisariat 587,"pl. Przechodnia 059
52-897 Jaworzno",10
587,587,Komisariat 588,"ul. Wrzosowa 771
56-778 Kołobrzeg",10
588,588,Komisariat 589,"ul. Zwycięstwa 64
54-495 Ząbki",14
589,589,Komisariat 590,"plac Okulickiego 41
25-025 Tarnobrzeg",10
590,590,Komisariat 591,"ul. Sucharskiego 32/79
55-462 Koło",11
591,591,Komisariat 592,"plac Magnoliowa 41
12-860 Tarnobrzeg",10
592,592,Komisariat 593,"pl. Leśna 64/48
47-622 Bolesławiec",12
593,593,Komisariat 594,"pl. Irysowa 44/74
94-104 Żary",14
594,594,Komisariat 595,"al. Lipca 44/33
08-924 Nysa",9
595,595,Komisariat 596,"al. Nałkowskiej 68/46
87-664 Piastów",11
596,596,Komisariat 597,"ulica Kreta 72
07-821 Nowy Dwór Mazowiecki",10
597,597,Komisariat 598,"ulica Wiklinowa 02/83
09-954 Cieszyn",14
598,598,Komisariat 599,"plac Wilcza 45
07-419 Piekary Śląskie",11
599,599,Komisariat 600,"al. Szmaragdowa 692
87-751 Częstochowa",9
600,600,Komisariat 601,"plac Jodłowa 296
10-473 Warszawa",15
601,601,Komisariat 602,"plac Liliowa 97/85
59-402 Piekary Śląskie",13
602,602,Komisariat 603,"aleja Tuwima 942
83-900 Gliwice",12
603,603,Komisariat 604,"pl. Sikorskiego 07
54-980 Ostrowiec Świętokrzyski",12
604,604,Komisariat 605,"plac Zielna 89/86
17-252 Świnoujście",9
605,605,Komisariat 606,"plac Owocowa 226
19-665 Piła",15
606,606,Komisariat 607,"ul. Składowa 547
56-517 Lubin",6
607,607,Komisariat 608,"ul. Kazimierza Wielkiego 275
55-242 Skarżysko-Kamienna",1
608,608,Komisariat 609,"al. Graniczna 527
52-932 Turek",16
609,609,Komisariat 610,"plac Krucza 04
59-731 Sandomierz",15
610,610,Komisariat 611,"aleja Handlowa 15
11-847 Ciechanów",3
611,611,Komisariat 612,"plac Parkowa 907
61-408 Starogard Gdański",9
612,612,Komisariat 613,"al. Wiosenna 66
09-416 Świdnik",9
613,613,Komisariat 614,"plac Zacisze 56/71
10-113 Lębork",8
614,614,Komisariat 615,"ul. Okrężna 23/99
58-930 Polkowice",8
615,615,Komisariat 616,"ulica Osiedlowa 14/25
56-846 Wołomin",12
616,616,Komisariat 617,"plac Zaułek 864
95-906 Mikołów",8
617,617,Komisariat 618,"plac Przemysłowa 336
09-115 Szczytno",9
618,618,Komisariat 619,"al. Opolska 45/95
27-508 Nowa Sól",3
619,619,Komisariat 620,"plac Wałowa 149
63-570 Biłgoraj",14
620,620,Komisariat 621,"ul. Rataja 97
16-653 Ostrowiec Świętokrzyski",8
621,621,Komisariat 622,"ulica Piłsudskiego 561
64-054 Polkowice",16
622,622,Komisariat 623,"ulica Staffa 65
61-928 Nowy Dwór Mazowiecki",6
623,623,Komisariat 624,"al. Grabowa 81
50-808 Grudziądz",6
624,624,Komisariat 625,"al. Piłsudskiego 650
29-898 Kłodzko",13
625,625,Komisariat 626,"aleja Wschodnia 874
75-576 Bielsko-Biała",12
626,626,Komisariat 627,"al. Jarzębinowa 152
04-812 Szczecin",11
627,627,Komisariat 628,"pl. Tęczowa 92/72
71-553 Gniezno",6
628,628,Komisariat 629,"al. Zakole 555
24-178 Bielawa",17
629,629,Komisariat 630,"pl. Mostowa 825
42-753 Gniezno",8
630,630,Komisariat 631,"plac Poniatowskiego 24
66-114 Wejherowo",12
631,631,Komisariat 632,"ul. Cisowa 59
52-069 Stalowa Wola",11
632,632,Komisariat 633,"al. Floriana 58/29
31-732 Gniezno",9
633,633,Komisariat 634,"al. Wiejska 35
12-316 Siedlce",6
634,634,Komisariat 635,"aleja Krańcowa 08
66-537 Gorlice",14
635,635,Komisariat 636,"ul. Kosynierów 78/01
69-209 Otwock",12
636,636,Komisariat 637,"ul. Piłsudskiego 45
45-088 Szczytno",13
637,637,Komisariat 638,"al. Odrzańska 243
48-591 Zambrów",10
638,638,Komisariat 639,"ulica Stolarska 30
15-220 Żagań",9
639,639,Komisariat 640,"ulica Piekarska 344
27-221 Zawiercie",8
640,640,Komisariat 641,"plac Szczęśliwa 991
83-751 Swarzędz",13
641,641,Komisariat 642,"pl. Jagodowa 46
83-328 Łomża",14
642,642,Komisariat 643,"al. Towarowa 923
51-258 Czerwionka-Leszczyny",13
643,643,Komisariat 644,"ul. Malinowa 46
44-409 Gdańsk",14
644,644,Komisariat 645,"ulica Łąkowa 185
24-156 Brodnica",12
645,645,Komisariat 646,"al. Narcyzowa 34
25-841 Olsztyn",13
646,646,Komisariat 647,"plac Podwale 75
21-745 Skierniewice",4
647,647,Komisariat 648,"ulica Spokojna 017
95-184 Gdynia",7
648,648,Komisariat 649,"ul. Zamkowa 72
78-837 Ciechanów",15
649,649,Komisariat 650,"ulica Wyzwolenia 88/13
52-479 Jelenia Góra",10
650,650,Komisariat 651,"al. Królewska 024
78-797 Wągrowiec",9
651,651,Komisariat 652,"ul. Jałowcowa 91
96-458 Chełm",9
652,652,Komisariat 653,"plac Zaciszna 388
72-387 Płońsk",8
653,653,Komisariat 654,"aleja Sikorskiego 13
04-977 Ząbki",12
654,654,Komisariat 655,"ulica Sokola 483
86-837 Grudziądz",16
655,655,Komisariat 656,"ul. Kaliska 40
21-301 Katowice",9
656,656,Komisariat 657,"ul. Sucharskiego 777
81-089 Szczytno",7
657,657,Komisariat 658,"plac Jadwigi 97/34
88-327 Radom",5
658,658,Komisariat 659,"plac Truskawkowa 87
65-146 Kościerzyna",14
659,659,Komisariat 660,"plac Rynek 10
51-596 Jawor",13
660,660,Komisariat 661,"ul. Wesoła 173
43-914 Ostrów Mazowiecka",11
661,661,Komisariat 662,"al. Rynek 25
99-068 Kościerzyna",10
662,662,Komisariat 663,"pl. Niecała 28
03-078 Konin",13
663,663,Komisariat 664,"al. Liliowa 188
48-609 Leszno",5
664,664,Komisariat 665,"ulica Kasprowicza 19/49
42-614 Knurów",7
665,665,Komisariat 666,"ul. Pułaskiego 89/49
70-947 Stargard Szczeciński",4
666,666,Komisariat 667,"plac Głogowa 56/28
29-468 Świnoujście",6
667,667,Komisariat 668,"ul. Lotnicza 104
35-304 Leszno",9
668,668,Komisariat 669,"ul. Bydgoska 993
14-453 Słupsk",11
669,669,Komisariat 670,"pl. Kreta 639
40-165 Tarnowskie Góry",14
670,670,Komisariat 671,"plac Dąbrowskiego 534
55-515 Chełm",9
671,671,Komisariat 672,"al. Gałczynskiego 04
81-459 Radom",9
672,672,Komisariat 673,"aleja Makowa 223
18-733 Zduńska Wola",9
673,673,Komisariat 674,"al. Mickiewicza 22
96-232 Biała Podlaska",9
674,674,Komisariat 675,"ulica Jasna 58/69
58-338 Brodnica",6
675,675,Komisariat 676,"aleja Chopina 37
70-594 Swarzędz",7
676,676,Komisariat 677,"plac Orzeszkowej 154
09-331 Pabianice",9
677,677,Komisariat 678,"ulica Wspólna 376
21-979 Elbląg",10
678,678,Komisariat 679,"ulica Zielna 60/57
92-001 Tarnowskie Góry",13
679,679,Komisariat 680,"pl. Jaworowa 76/44
56-185 Sopot",7
680,680,Komisariat 681,"al. Fabryczna 74/18
99-808 Bielawa",16
681,681,Komisariat 682,"plac Wiejska 01
12-507 Oława",9
682,682,Komisariat 683,"pl. Orzeszkowej 80/27
73-965 Słupsk",14
683,683,Komisariat 684,"pl. Storczykowa 00/67
95-667 Wejherowo",9
684,684,Komisariat 685,"al. Kruczkowskiego 481
91-963 Starogard Gdański",13
685,685,Komisariat 686,"al. Lwowska 39/26
46-129 Wołomin",6
686,686,Komisariat 687,"al. Korfantego 259
65-459 Mysłowice",7
687,687,Komisariat 688,"aleja Sarnia 076
06-606 Sopot",19
688,688,Komisariat 689,"plac Floriana 510
67-402 Sieradz",5
689,689,Komisariat 690,"ul. Królewska 050
96-454 Mysłowice",11
690,690,Komisariat 691,"aleja Odrzańska 18
12-573 Koszalin",12
691,691,Komisariat 692,"aleja Skośna 96
30-937 Zambrów",17
692,692,Komisariat 693,"ulica Jarzębinowa 16
40-896 Kętrzyn",10
693,693,Komisariat 694,"pl. Wrzosowa 21/74
25-939 Świdnik",9
694,694,Komisariat 695,"ulica Przemysłowa 35
87-367 Bielsk Podlaski",14
695,695,Komisariat 696,"aleja Staszica 07
29-891 Zabrze",8
