ID,Nazwa,Numer_seryjny,Rodzaj
403,Terminal Bluebird,D11MRPD02517BPL8L,srodki_lacznosci
404,BMW serii 3,8X3Y1W9314U8Y7856,pojazd
405,Glock 19,UEXPD1KE3FV3MEZ6D,bron
406,Beretta APX,U603PFBG7UWR3YGL9,bron
407,Radiostacja nasobna,0A62YK9H1GKVGNTPH,srodki_lacznosci
408,Urzadzenie do detekcji narkotykow AlereTM DDS 2,T3KTDTRS9MWE7S3C6,inne
409,Glauberyt PM-98,BDBZW5N05BDB8KZMK,bron
410,Kamizelka kuloodporna,8768GH0W3DCSTNPV2,inne
411,Kia Ceed III,97E17DR110DKJUUFF,pojazd
412,Tonfa,5H98L59C3LZE7SZM5,bron
413,Walther P99,NFDVWU6N6CLYN7NBD,bron
414,Terminal Bluebird,BR7NUXHP3FJFRDR3T,srodki_lacznosci
415,Volkswagen Transporter,L3TJG4AC79FP8NPH2,pojazd
416,Terminal Bluebird,7YAGDGA489MP48RH9,srodki_lacznosci
417,Beretta APX,46RX3MG22D1PV7TKW,bron
418,Radiostacja nasobna,7MX0H37J9PXFMGWSM,srodki_lacznosci
419,Skoda Superb,CRG0J5SV2454UG2SU,pojazd
420,Sako TRG-21,H8C6NW7RXJTBFMVA7,bron
421,Apteczka taktyczna,3HGS2V199BLJ0S1ML,inne
422,Terminal Bluebird,1BZ5WAKF6KF0BX8RH,srodki_lacznosci
423,Kia Ceed III,EXY3C4BP26UP01S2H,pojazd
424,Latarka taktyczna,F5BCLGJG01YHYT38M,inne
425,Radiostacja nasobna,TNCCRD7W0HN4E17ND,srodki_lacznosci
426,Volkswagen Crafter,GX3PU1EJ6NSEKYH0X,pojazd
427,Radiostacja nasobna,C0BVX5KS3VYEHMDAR,srodki_lacznosci
428,Toyota Corolla,EBD7UWPR9RF5VM2L0,pojazd
429,Kia Ceed III,R0RD9C4P02MFCNFWH,pojazd
430,H&K MP5A3,PY5TFJ5E3LVTGZSJA,bron
431,H&K G36,48UN393NXEDSDF7M0,bron
432,Alkomat AlcoQuant 6020,HF7TLTED3VUDGLR9T,inne
433,Glock 19,G2U8GKR958ER52DWU,bron
434,H&K MP5A3,YL5ENRST3RHFHBGXH,bron
435,Kajdanki,434FC03L4SZFE3ZP0,inne
436,Latarka taktyczna,19RK4VT41DZU431C4,inne
437,Hyundai Tucson,K507A69XXE2D86KAE,pojazd
438,HK UMP,5DUWUMBH5VT5CHZ9D,bron
439,Radiostacja nasobna,K7KV91HR9WXBM1NRJ,srodki_lacznosci
440,Terminal Bluebird,U7X5B5S0543YJJFJL,srodki_lacznosci
441,Terminal Bluebird,1EKGA34G0GFDG13AG,srodki_lacznosci
442,Radiostacja nasobna,9FGD20PM7H1XL617Z,srodki_lacznosci
443,Volkswagen Transporter,MZBFLA4W2MTMKG0YM,pojazd
444,Radiostacja nasobna,CWMCW4H50TJ6J7SS1,srodki_lacznosci
445,Radiostacja nasobna,KX646KEZ8NGLJ88RG,srodki_lacznosci
446,Volkswagen Crafter,C2VYASE58M235BMFA,pojazd
447,Toyota Corolla,S2PT9ZFEXZRVDXS4B,pojazd
448,Glauberyt PM-98,6DF2EPYM68XCW1AZC,bron
449,Kamizelka kuloodporna,D94PY4792FS0GYF4Z,inne
450,Kajdanki,AHMPKBB5XERXFWU2H,inne
451,Terminal Bluebird,CGYH9H2A09V7SLAA6,srodki_lacznosci
452,Radiostacja nasobna,8AM3775R9GM6KWXDK,srodki_lacznosci
453,Toyota Corolla,AKDL60A73YTU2T427,pojazd
454,Urzadzenie do detekcji narkotykow AlereTM DDS 2,RP59R4EM3F0GST8UD,inne
455,Volkswagen Transporter,FM6R7UCJ47SE3CWP3,pojazd
456,HK UMP,BPRC12HT0M4J4PPRL,bron
457,Radiostacja nasobna,UKU1RLE882L5HSFZU,srodki_lacznosci
458,Terminal Bluebird,KKYU29PJ6J3VSFD6J,srodki_lacznosci
459,Skoda Superb,UPJ3LDKG8ZGMZMA4K,pojazd
460,Terminal Bluebird,0MREJCFJ9JA8F35SG,srodki_lacznosci
461,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ZM5PFHW78JDSAHYDD,inne
462,Kajdanki,WS5NATK820TTP7FCR,inne
463,Apteczka taktyczna,914DG3TD4W69VDCA4,inne
464,Glock 26,TJMCJDSJXP0Y8RC25,bron
465,Kia Ceed III,1VV90YH5082NXU6NU,pojazd
466,Kamizelka kuloodporna,D3ZKHGNH34VLLE893,inne
467,HK UMP,CNS3SKNW25VE5Z6S7,bron
468,Urzadzenie do detekcji narkotykow AlereTM DDS 2,F8MAK9JW3KRLHCVRP,inne
469,Apteczka taktyczna,JS7U2G0R29YGZAD7S,inne
470,Glock 19,F7DPEPKN8363JPDAU,bron
471,Sako TRG-21,Y216FZGTXG4SF6WFJ,bron
472,Kamizelka kuloodporna,VN8RLM193JZEBE4BL,inne
473,Hyundai Tucson,8J6F4G8RXH7EEWDB1,pojazd
474,Terminal Bluebird,V09X1HSBXUP6CT1C6,srodki_lacznosci
475,Terminal Bluebird,DH4W53CE6UT20DNNJ,srodki_lacznosci
476,Sako TRG-21,R4K6V4412D1DX6PTG,bron
477,Alkomat AlcoQuant 6020,P9ZBEML257S52WP30,inne
478,Glock 19,9621VKS94A9FWZU0T,bron
479,Kajdanki,DBD33ZB57VRUU4B4Y,inne
480,Latarka taktyczna,D4NZ9CKJ5KEETN0A1,inne
481,Radiostacja nasobna,E6J6X0UW11NMDPJYD,srodki_lacznosci
482,Apteczka taktyczna,M8DDLH9L1DNB4V9LD,inne
483,Glauberyt PM-98,MYFR050956BXCR2VN,bron
484,Sako TRG-21,770J141X0LWWDLGEV,bron
485,Terminal Bluebird,Z7NN00GZ2CZA8BLY3,srodki_lacznosci
486,Kia Ceed III,4NS40S3MXE7Z3H0F2,pojazd
487,Radiostacja nasobna,MPA17XYE256H3JKWK,srodki_lacznosci
488,Terminal Bluebird,WM0YJ153515PXXN98,srodki_lacznosci
489,Skoda Superb,1RJNFU199XXGER4JF,pojazd
490,Alkomat AlcoQuant 6020,N4L4M3B7X9LX99DWJ,inne
491,Alkomat AlcoQuant 6020,FA0741EG1TFLG3E1V,inne
492,Terminal Bluebird,CNS23XK40R28XKMJG,srodki_lacznosci
493,Glauberyt PM-98,ANJX65475VKFBTHLZ,bron
494,Glauberyt PM-98,A6324UL61UVF22BD5,bron
495,Hyundai Tucson,2HN3CJX4X8R4X2JMJ,pojazd
496,Alkomat AlcoQuant 6020,YK5YR8FB1JE8XU8AE,inne
497,Sako TRG-21,Z35LD2YX0EP86M5AA,bron
498,Alkomat AlcoQuant 6020,JX1H2RDS2YKRG3HGB,inne
499,Opel Crossland X,6K2Z71BN9WU1R6AHR,pojazd
500,Radiostacja nasobna,AMNM0B2K75K0VGX40,srodki_lacznosci
501,Radiostacja nasobna,DKE2TNEN2PS4K1Z98,srodki_lacznosci
502,Hyundai Tucson,GFAFTC7V1B1XF1T5J,pojazd
503,Toyota Corolla,R9U589LG70BMC1RKM,pojazd
504,H&K MP5A3,1065K46G2YGGUU4ST,bron
505,Kamizelka kuloodporna,LYYDMJWW13L8FTFUU,inne
506,Kamizelka kuloodporna,NR6AHN8Y7AGTMRLYJ,inne
507,Terminal Bluebird,JX369KC8XJ0SN2RVS,srodki_lacznosci
508,Latarka taktyczna,ZR8A0G3Z05XR0N0WY,inne
509,H&K MP5A3,2WERFFB12RSAFH86F,bron
510,Hyundai Tucson,F2G50P287EWU76VB8,pojazd
511,Kamizelka kuloodporna,B59EEF5P75LM9E6X0,inne
512,H&K MP5A3,8ME71RED495RBT4F8,bron
513,Hyundai Tucson,WKUMVPRB80L8FNCNR,pojazd
514,Volkswagen Crafter,6BRMXMPB08XHJHUD8,pojazd
515,Beretta APX,ZMVCY4TRXY8MRTMCL,bron
516,Tonfa,J650Z7FL1PNUM70M8,bron
517,HK UMP,LC3MTU838P954Y2XE,bron
518,Toyota Corolla,RTBCEM5B2AYP5F79F,pojazd
519,Terminal Bluebird,UBJSWJLCXTL0AKSMZ,srodki_lacznosci
520,Toyota Corolla,RZZCCLWU6D65HBUJL,pojazd
521,Glock 17,W7AYX2AV3Y9NHW3L1,bron
522,Hyundai Tucson,0UD0UUJV2THUY412G,pojazd
523,Volkswagen Transporter,2DVMDFHP0L84BDEUE,pojazd
524,Glock 26,1ZKMUHP360CMK6W58,bron
525,Opel Crossland X,ATVP7YRZ829Y5VKY8,pojazd
526,Volkswagen Transporter,54RNP3490AHGC4XBM,pojazd
527,HK UMP,8V73R3LF5DVSHEDTW,bron
528,Apteczka taktyczna,SMKGG6BV5UUTWWE7X,inne
529,Volkswagen Crafter,LKW3LJBY2AUVKDMBP,pojazd
530,Opel Crossland X,Y7UR36H07TG504SNX,pojazd
531,Alkomat AlcoQuant 6020,C4JCGE9Z2U01GPNTG,inne
532,Beretta APX,8FR140EP5DFCJKLW0,bron
533,Toyota Corolla,MJ62GS7350NUUH3FV,pojazd
534,BMW serii 3,FTS7GRZJ6WRF71GAF,pojazd
535,H&K MP5A3,AXXY6FGX99NPHG4KD,bron
536,Glauberyt PM-98,JAJS3JKC0F32ER7LA,bron
537,Tonfa,MW6E7APD2X0A52CYE,bron
538,Toyota Corolla,FK5CKUHF59TVZ23G8,pojazd
539,Hyundai Tucson,U64E7H5Z5J8MCTAYU,pojazd
540,Volkswagen Crafter,B8PCDGTT7J92GMSXS,pojazd
541,Opel Crossland X,WZ9T1U7S6P3X0U6K4,pojazd
542,Walther P99,DU4CRUV471SXLRDYZ,bron
543,Skoda Superb,BYAK9P0L1LKKMF8JN,pojazd
544,Walther P99,F23CNUMLXDU4GRM2P,bron
545,Volkswagen Crafter,X0NRFSK01940V52XA,pojazd
546,Glauberyt PM-98,Z8GBJGZG753RXW378,bron
547,Terminal Bluebird,0SKSWL605NHHEYY92,srodki_lacznosci
548,Walther P99,U6EMC3P06ND2G41NY,bron
549,Latarka taktyczna,5VFSGATL5X1RZFKT0,inne
550,Latarka taktyczna,H13G0F1E9AXAEYMPE,inne
551,Glock 19,HXFV24YWXRYTSUWSZ,bron
552,Glock 17,MB2KPD3T6WEKTEM6Z,bron
553,Volkswagen Transporter,MWHDT5946L52EKDJ1,pojazd
554,Terminal Bluebird,8NZG20M7909KH3L24,srodki_lacznosci
555,HK UMP,T1LFV05J9PVD39C7K,bron
556,Sako TRG-21,K16JV3F92146G41X0,bron
557,Skoda Superb,T2EJ5XHV8XTV6X285,pojazd
558,H&K G36,0TDXTX4AX2JLCYE0R,bron
559,Tonfa,NF1Z1XKA8Y4FMGXG0,bron
560,H&K MP5A3,XMFV5ZVB6UFBR3GGD,bron
561,Alkomat AlcoQuant 6020,AFGFCMF020FF5ZMUP,inne
562,Kajdanki,SG46W31B98BV5PFCV,inne
563,Beretta APX,239G40468ES0XZC68,bron
564,Apteczka taktyczna,6S4YH6C18EZZ9Y9VM,inne
565,BMW serii 3,SCGC85GX7SJYGEXND,pojazd
566,Radiostacja nasobna,BA5134UXXBXUXGB9E,srodki_lacznosci
567,Latarka taktyczna,3V0986GX86B2LKTAT,inne
568,Walther P99,00KH2NSX8JVLSBC04,bron
569,Skoda Superb,V7VUFWF4X00VF7RKG,pojazd
570,HK UMP,9P1L05G10PA5BZTHY,bron
571,Radiostacja nasobna,K5NSV7YS590HURYTM,srodki_lacznosci
572,Glock 19,YRUU734E5S0Z8PWC2,bron
573,Radiostacja nasobna,PE852P8P5ARE4YFC4,srodki_lacznosci
574,Latarka taktyczna,P9X2HHN1XZK67LEE8,inne
575,Apteczka taktyczna,TS514L0A2CP9K2HU6,inne
576,Radiostacja nasobna,XNTKBPZ78R1LMV56K,srodki_lacznosci
577,Kia Ceed III,1CMNY1KR9UH1X5UHL,pojazd
578,Volkswagen Transporter,81C6TD8T8Z9C9NMW8,pojazd
579,H&K G36,KDYKCHRA65LA1L76H,bron
580,BMW serii 3,TN3B2KCR5S5MZY01V,pojazd
581,Terminal Bluebird,2TVF4ACP6RFPJ6LLU,srodki_lacznosci
582,Glock 26,74ECV2UE01RUE2NYF,bron
583,Glock 17,5P4DC9A80P0B4Y7LD,bron
584,Opel Crossland X,5ZTV1ZUU2PF62VRZM,pojazd
585,Hyundai Tucson,N4BACSPA1HE9C5NWX,pojazd
586,Skoda Superb,VFFX548F5US2RC4DN,pojazd
587,Skoda Superb,NX3M9S2X9ED28UZGW,pojazd
588,Volkswagen Transporter,CLLU3VRN7GHUGRMWK,pojazd
589,Glock 26,PNG64KFG7GCULY44W,bron
590,Kajdanki,V79MGDZZ3D4ZNFAPS,inne
591,Alkomat AlcoQuant 6020,L18826652AMDMCN3E,inne
592,Sako TRG-21,3RNVKF1X282SR3DJW,bron
593,Apteczka taktyczna,JAPGXEKH7B6B46R72,inne
594,Terminal Bluebird,LD10ZS153GWWXG7UV,srodki_lacznosci
595,Alkomat AlcoQuant 6020,4BREVRA448L2JG0AV,inne
596,Kajdanki,FUS20X2248GHXD4CU,inne
597,Hyundai Tucson,S8DG6GAM5RAUFK2TP,pojazd
598,Volkswagen Crafter,RND9T0KK18LGWC70Y,pojazd
599,H&K G36,DS5GU5XX9V27JT8SN,bron
600,Volkswagen Crafter,V6AD1D428CYAYB0S1,pojazd
601,Alkomat AlcoQuant 6020,CV9VCF2G3WRBBRJ93,inne
602,Skoda Superb,YUY1EMC12YMUE59J6,pojazd
603,Opel Crossland X,EKK4VGRY7W65V2GAG,pojazd
604,Alkomat AlcoQuant 6020,H91RDX1N69U5YW2GW,inne
605,Sako TRG-21,RD7RKU8W26W5YVHBV,bron
606,Kajdanki,GWF9NVR2962VMSR4E,inne
607,Opel Crossland X,L3AVSRTN9JCM7ZV33,pojazd
608,Radiostacja nasobna,D9A4TEZV0EURYPFWP,srodki_lacznosci
609,Hyundai Tucson,9K8K36474T5AYPUDR,pojazd
610,Volkswagen Crafter,RMA054ZX4GCNSERG1,pojazd
611,Terminal Bluebird,SVHXGXFC1K1W58MEP,srodki_lacznosci
612,Volkswagen Crafter,GGX7193699ND3RAKX,pojazd
613,Beretta APX,MZPG41C45JWG5C19K,bron
614,Urzadzenie do detekcji narkotykow AlereTM DDS 2,0XZBDCFC4A0LTZNR7,inne
615,Urzadzenie do detekcji narkotykow AlereTM DDS 2,XPRSF0ABXJA6WAJF7,inne
616,Radiostacja nasobna,YSLB93BH6VTUDKF9R,srodki_lacznosci
617,Opel Crossland X,1DNVLAGL4BBMA7RW8,pojazd
618,Radiostacja nasobna,ZAHS0GPA586CP7DA2,srodki_lacznosci
619,Terminal Bluebird,PGCMRAUW2ABUHVVLS,srodki_lacznosci
620,H&K G36,0KUADEZU21K1WTBLF,bron
621,Radiostacja nasobna,T34PE6CB7W2JCDCZS,srodki_lacznosci
622,Glock 19,SAM7U3Y56FTT8ZY0H,bron
623,Kamizelka kuloodporna,UVKFNUEC6NPFHPA7X,inne
624,Kamizelka kuloodporna,10GYV2GG7TC4EZZZ4,inne
625,Skoda Superb,LDB1PPPA78DKF7AAN,pojazd
626,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8KC04Z9R7MSZHH6L4,inne
627,Walther P99,H2N6TXM77DJFSG1FN,bron
628,Apteczka taktyczna,V1ZEZS3H09FSUV2CE,inne
629,Walther P99,43JT02522JD0DEHE4,bron
630,Kia Ceed III,XA7K10798RJJ0MKJE,pojazd
631,Walther P99,17SY91VB3FNG4NSBS,bron
632,Apteczka taktyczna,CXJKLT1W5K7PE3Z6R,inne
633,Apteczka taktyczna,HE0DJA0K79XTT2LUG,inne
634,Volkswagen Crafter,3RTY44167ZBUBG63Z,pojazd
635,Apteczka taktyczna,TU36EJM89LKVSKFUG,inne
636,Radiostacja nasobna,9M6C6L3E150WL2PXK,srodki_lacznosci
637,Glock 17,49XYZ88W9RYPW5ZJ9,bron
638,Volkswagen Crafter,7V4YZ1YS67HRH33C4,pojazd
639,Glock 26,2EA7SR0W8BJD3E71W,bron
640,Terminal Bluebird,Z6KKNEKY71LHVPTRV,srodki_lacznosci
641,Radiostacja nasobna,EE3JH5DB5K3TWB6S6,srodki_lacznosci
642,Toyota Corolla,T94UUT2R9EG6PSN1G,pojazd
643,Volkswagen Transporter,S2BHA9Z483LM5AGSD,pojazd
644,Radiostacja nasobna,H4PW5WBX5AM3YUR7B,srodki_lacznosci
645,Beretta APX,B7ZZDTBD02H26WFLF,bron
646,H&K G36,6Y6LRE5U0MXVDRXW4,bron
647,Glock 19,NXS90VHD9U1CMTX06,bron
648,Kia Ceed III,TZBA1M5U4UAEB4CJY,pojazd
649,Radiostacja nasobna,4WFHA9X5XJNP9P396,srodki_lacznosci
650,Radiostacja nasobna,54T4CWLN3TCHCDPW8,srodki_lacznosci
651,Radiostacja nasobna,Y109KDS24N7WSV3AW,srodki_lacznosci
652,Glock 19,L7JFNG7H40ADDY2MP,bron
653,BMW serii 3,WJM2ZXD972VRDBJER,pojazd
654,Kajdanki,JLGL2VHU91HEYWUR0,inne
655,Volkswagen Transporter,CY5UDT4T75S57VH02,pojazd
656,Glauberyt PM-98,MTS4CB0J6P5DPY16N,bron
657,Glock 26,F85K5YTV4X0BML40A,bron
658,Radiostacja nasobna,BZ4G267Y95MH73T31,srodki_lacznosci
659,Hyundai Tucson,CW8BA3YH10YHTXVJ6,pojazd
660,BMW serii 3,PTJFKWWR5MB3MFT70,pojazd
661,Alkomat AlcoQuant 6020,8D66PU0X088RZ61E1,inne
662,Terminal Bluebird,MSA8R6S204ZH09FGY,srodki_lacznosci
663,Urzadzenie do detekcji narkotykow AlereTM DDS 2,72HP4K9C6TNBGWJPW,inne
664,Apteczka taktyczna,6V6U5MNE14C7EYWJB,inne
665,Beretta APX,6LCZ149K1NLT8GGBS,bron
666,Kajdanki,7LTUMGNF83WX3YWZB,inne
667,Radiostacja nasobna,125JMVB87T7MNSLSZ,srodki_lacznosci
668,Kajdanki,EBA386WH10Y3XXCYK,inne
669,Apteczka taktyczna,6E82UTTY093NPTS39,inne
670,Toyota Corolla,49SWKA3C8TS9N23B6,pojazd
671,Walther P99,FTA0A2N76BZ9UZE3U,bron
672,Urzadzenie do detekcji narkotykow AlereTM DDS 2,HV8YJ3NV9RJU40JE9,inne
673,Latarka taktyczna,DJUW4JR80WXF98JXG,inne
674,Volkswagen Crafter,90J182LA4SS7CVY6V,pojazd
675,Volkswagen Transporter,RDYX2DFY5MZRCCEKU,pojazd
676,Opel Crossland X,UHG0JE7V1N6H3TJT0,pojazd
677,Beretta APX,CAKT6JBC8U1GSM03M,bron
678,Glock 17,28VFSPNC0DHUTU5J3,bron
679,Latarka taktyczna,8V0U9WJK99V7SGM8M,inne
680,H&K MP5A3,TZXA167K7CUMRSZLC,bron
681,Hyundai Tucson,1N669L65X2L2KXTC0,pojazd
682,Walther P99,2KW8YUPB3VA1YY83B,bron
683,Kajdanki,G847T8NG59L764GNB,inne
684,Opel Crossland X,8TL31NT898JUU27M0,pojazd
685,Terminal Bluebird,4AX574MRXZLJBB910,srodki_lacznosci
686,H&K MP5A3,8HC101RB33B4S99HY,bron
687,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PE6878C78K0JXA0A6,inne
688,Glock 26,TDD2W6SG9NTXJC1N6,bron
689,Apteczka taktyczna,LDLHKY995NTTR4PD1,inne
690,Toyota Corolla,L2W5UECY8YTNPP7EP,pojazd
691,Glock 19,19NZFGWX0KPLAGWYY,bron
692,Radiostacja nasobna,FM2UHSXW557B0UY8F,srodki_lacznosci
693,Radiostacja nasobna,2KCSVWF83RBDJLN9Z,srodki_lacznosci
694,Volkswagen Transporter,47526DGL03AL7YVXY,pojazd
695,Tonfa,YYFAY9D40GKVMHV5P,bron
696,Tonfa,LYBMUFSG4E7APDSUF,bron
697,Radiostacja nasobna,72TJG5S52J47VD1DM,srodki_lacznosci
698,Apteczka taktyczna,CV4NY8L31AHE40RMT,inne
699,Glock 19,NCP47HDJ48XLRS4UV,bron
700,Urzadzenie do detekcji narkotykow AlereTM DDS 2,5K3MZYX691SPUU7NZ,inne
701,Glock 26,0LNEXNF32H5089EZR,bron
702,Toyota Corolla,2R0NZNN57UD28GUH8,pojazd
703,Hyundai Tucson,81U5NRZS6AY0NYMPC,pojazd
704,Latarka taktyczna,GHFS881M16RVM6SGZ,inne
705,BMW serii 3,HV3UG5UF276GVHW8S,pojazd
706,Glock 26,1G6MJC1Z28KXH98V1,bron
707,Kamizelka kuloodporna,NV8FAWTTXCYJ508XP,inne
708,Latarka taktyczna,UNPH4KT118L52C066,inne
709,Glock 19,K1BV5SYU7Z23VD8MY,bron
710,Tonfa,M36AJYMS75FFF2T1J,bron
711,Opel Crossland X,N3R0BTAT5U76356P2,pojazd
712,Toyota Corolla,FGZ5V5UZ9FHJDK9VR,pojazd
713,Terminal Bluebird,SK158H0079M6YHPC3,srodki_lacznosci
714,Glock 26,UW70EX6K17C166PDD,bron
715,Alkomat AlcoQuant 6020,GRWPTM1D4BJZ9JAPS,inne
716,Volkswagen Transporter,FAGVYTEF1GJEHWSGL,pojazd
717,H&K G36,M6M4AF264L87ACL71,bron
718,Alkomat AlcoQuant 6020,X0D1D55144YEJYL4S,inne
719,H&K G36,KRDS9PBG4F9UCTU5K,bron
720,Radiostacja nasobna,KE9J11NA0HLW0YN9F,srodki_lacznosci
721,H&K G36,LKLGVZ740CK1KD3CA,bron
722,Kajdanki,GGXTDNA12ETM8TB3Y,inne
723,H&K MP5A3,H4H81Z8731KFDUN3L,bron
724,Urzadzenie do detekcji narkotykow AlereTM DDS 2,31JBTG3U8V07498PR,inne
725,Terminal Bluebird,BACTJCW07P9AEAZAZ,srodki_lacznosci
726,Volkswagen Transporter,836GWXV16SX65C9JP,pojazd
727,Apteczka taktyczna,RFLF8XN937KGEZ37J,inne
728,Tonfa,2KTJGZAR2D4138NP1,bron
729,Radiostacja nasobna,7KAW28HM4YM761Z1C,srodki_lacznosci
730,Opel Crossland X,Z3R4ES2S8JSKCBHB8,pojazd
731,Kamizelka kuloodporna,ZG3826407BBY40XJF,inne
732,Alkomat AlcoQuant 6020,L0KX12MP4207WKT1G,inne
733,Alkomat AlcoQuant 6020,6VMLEXK70ARSYGGFW,inne
734,Latarka taktyczna,0LF572998Y3Z36SG5,inne
735,Kajdanki,TZ27H0270T4NE1EUC,inne
736,Apteczka taktyczna,1XG0281NX5F0S12R6,inne
737,BMW serii 3,PK76SHHT2XNWUUP1J,pojazd
738,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ET34GW3646FNM1NNN,inne
739,HK UMP,X40K9RZ88HY8HMS7P,bron
740,Terminal Bluebird,8W3UGG1F87R0GXCTK,srodki_lacznosci
741,Opel Crossland X,NFPT7NJC39DPRDPFA,pojazd
742,Skoda Superb,6PCPS6TJ11KSYKZDY,pojazd
743,Radiostacja nasobna,JGAM65X440X337X45,srodki_lacznosci
744,Terminal Bluebird,T4N28BNN87YZKL89B,srodki_lacznosci
745,Beretta APX,24J8UVHH3H8SR1MST,bron
746,Alkomat AlcoQuant 6020,XKGR4VA510KV56U0D,inne
747,Kamizelka kuloodporna,43G7Y8SD3YPR92G8Y,inne
748,Terminal Bluebird,E0B9681Z5ULACD2MT,srodki_lacznosci
749,Kajdanki,HKGKEGTC5KRTS8EM5,inne
750,Terminal Bluebird,NZ5HW6557LZMAF5RT,srodki_lacznosci
751,Volkswagen Crafter,7YLYR1S72C62X8182,pojazd
752,Kamizelka kuloodporna,US6HTKYN95ACEJG0Z,inne
753,Hyundai Tucson,2UDGPGP63TCT37VMY,pojazd
754,Opel Crossland X,MDCB6LUD8BSR9MAAA,pojazd
755,Radiostacja nasobna,LX2NZHNW7Z7TA9URE,srodki_lacznosci
756,Latarka taktyczna,4LXPEDAF2TR4RBP2B,inne
757,Kamizelka kuloodporna,YM79GW5Z32VU3NA1B,inne
758,Apteczka taktyczna,YBKLZUCF993H9Z9FS,inne
759,Opel Crossland X,1A6H9WHT5DBLFRMJK,pojazd
760,H&K G36,89TS1H369N0TP8TXD,bron
761,Kajdanki,SR462SUG66JE1JWGA,inne
762,Kamizelka kuloodporna,S318SXDT3K4K9DT4N,inne
763,Hyundai Tucson,EW0VKTDV0VKUYBXJG,pojazd
764,Apteczka taktyczna,3YKM0JYJ2GPPKS6ZH,inne
765,Apteczka taktyczna,43VP4SMJ1PSH276G6,inne
766,Terminal Bluebird,DE6AN9VG5FPS067GR,srodki_lacznosci
767,Terminal Bluebird,WBMS1E6K1ELNP956E,srodki_lacznosci
768,Alkomat AlcoQuant 6020,X0344RFG1WC5ZY7G5,inne
769,Kajdanki,D59JF9KS2306GLZT2,inne
770,Radiostacja nasobna,KN8LJWTN87AGJM806,srodki_lacznosci
771,Opel Crossland X,XE76SM1D1PDT49YBB,pojazd
772,Toyota Corolla,AKYHV6W38BXNAE1UP,pojazd
773,Beretta APX,6MXHKZTV2Z96NEGA0,bron
774,Volkswagen Transporter,4WJC6GZ15ZV715988,pojazd
775,Kamizelka kuloodporna,VA5XUEK04NP54N0TK,inne
776,Radiostacja nasobna,P3JYG1UN59TP9X5MA,srodki_lacznosci
777,Beretta APX,X57FEK3D9J8M8DCMN,bron
778,Terminal Bluebird,EASVY7HZ4BHURMA1N,srodki_lacznosci
779,Glock 17,2THVWWGX93M6M960U,bron
780,Urzadzenie do detekcji narkotykow AlereTM DDS 2,HZJLDA6D9KE1Z66CB,inne
781,Radiostacja nasobna,KWKJ7D2N47LFWV09G,srodki_lacznosci
782,Glock 17,A5PNGBSG1938LM7G4,bron
783,Skoda Superb,9T82RSR27911K9AC3,pojazd
784,Apteczka taktyczna,7LYANWG38Y5CYAK75,inne
785,Opel Crossland X,PKU8FSD3401NJPS7M,pojazd
786,Kamizelka kuloodporna,NUMC5UWC58JNCZ77K,inne
787,Kamizelka kuloodporna,XD82RNK91ZV07X403,inne
788,H&K MP5A3,4RL4BZMM21VM6FF3C,bron
789,Skoda Superb,PYK5H7920FNZTG9EY,pojazd
790,HK UMP,KBC1Z5MH20U8U9LUG,bron
791,Sako TRG-21,1PMPZFT76YKLH7F3U,bron
792,Toyota Corolla,SZZ89H5T3UC8Y7GDM,pojazd
793,Alkomat AlcoQuant 6020,MKG01UVY1Z9BTK0MR,inne
794,Tonfa,FNUCPZK82LXWUKXTZ,bron
795,Terminal Bluebird,6UHAV6PP712LUPGDR,srodki_lacznosci
796,Opel Crossland X,HBRFKAX18J49M95EE,pojazd
797,Glock 17,56BKS5NG6NJJ1RRDP,bron
798,Apteczka taktyczna,WGLE7XCD5HZ8HF9YB,inne
799,Walther P99,PX3768DF7VK7VKBMX,bron
800,Terminal Bluebird,S909GAE60A0HE9KVD,srodki_lacznosci
801,Apteczka taktyczna,5HU581KC9LFX7SP6J,inne
802,Glock 19,1Z5TZYTY1WMBPS1ZR,bron
803,Kajdanki,X5BCMA3K3KRBK3K27,inne
804,Alkomat AlcoQuant 6020,MSHJSC0S5R4FD2F0U,inne
805,Glock 17,7F74HZB18TT5ELDMW,bron
806,Terminal Bluebird,ZAEE8VLJ57KC50BKH,srodki_lacznosci
807,Alkomat AlcoQuant 6020,5H03J4YCXBEYN802E,inne
808,Beretta APX,60LT5LU44GMLFBA9H,bron
809,Beretta APX,1AF91V454KENKBJYZ,bron
810,Hyundai Tucson,F98PS5MW0LCT1MUES,pojazd
811,Sako TRG-21,KM04RR0J3EDZJMWS0,bron
812,Glock 19,Y26DE47G2WAEE1588,bron
813,Kamizelka kuloodporna,EXUZ4F658WFW0A6LF,inne
814,Urzadzenie do detekcji narkotykow AlereTM DDS 2,55JY5LFX6AZY3PEFU,inne
815,Apteczka taktyczna,VPKBJKEF8HNEAY8SS,inne
816,Volkswagen Transporter,9GFK2MAS0FK4ZFAPA,pojazd
817,Radiostacja nasobna,75R027TX1Z5C17X1N,srodki_lacznosci
