ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
389,Komisariat 390,"plac Urocza 465
07-723 Przemysl",16
390,Komisariat 391,"pl. Topolowa 750
44-398 Rzeszow",25
391,Komisariat 392,"pl. Gdanska 150
80-834 Ostroda",18
392,Komisariat 393,"plac Lesna 516
84-234 Lubliniec",20
393,Komisariat 394,"pl. Targowa 98
57-087 Rzeszow",33
394,Komisariat 395,"ulica Jana Pawa II 258
35-339 Swidnica",20
395,Komisariat 396,"aleja Akacjowa 346
81-070 Piaseczno",27
396,Komisariat 397,"pl. Korczaka 977
63-048 owicz",23
397,Komisariat 398,"ulica Tulipanowa 538
23-594 Lubliniec",16
398,Komisariat 399,"ul. Niepodlegosci 759
92-039 Stargard Szczecinski",18
399,Komisariat 400,"pl. Kamienna 90/83
94-713 Szczecin",12
400,Komisariat 401,"al. Narcyzowa 86/71
50-814 Lubliniec",16
401,Komisariat 402,"aleja Orzechowa 17/20
73-966 Oswiecim",20
402,Komisariat 403,"al. Paacowa 00
74-315 Czeladz",16
403,Komisariat 404,"ulica Paacowa 31
98-142 Pruszkow",20
404,Komisariat 405,"ulica Stycznia 31/09
13-881 Ostrow Wielkopolski",28
405,Komisariat 406,"ulica Kilinskiego 96/29
02-217 Wrocaw",15
406,Komisariat 407,"al. Rynek 183
69-072 Sosnowiec",16
407,Komisariat 408,"ul. Orzechowa 290
14-615 Sandomierz",24
408,Komisariat 409,"ul. Wilcza 690
28-847 omza",23
409,Komisariat 410,"ulica Goebia 08/07
90-999 Sieradz",23
410,Komisariat 411,"ul. Mostowa 52
45-659 Wielun",20
411,Komisariat 412,"pl. Porzeczkowa 52
68-689 Swiebodzice",15
412,Komisariat 413,"al. Morelowa 812
01-140 Biaa Podlaska",22
413,Komisariat 414,"al. Zeromskiego 019
60-782 Tomaszow Mazowiecki",19
414,Komisariat 415,"plac Gorska 66
77-161 Tarnobrzeg",26
415,Komisariat 416,"plac Wolnosci 91
25-670 Czerwionka-Leszczyny",20
416,Komisariat 417,"ul. Wadysawa okietka 513
15-044 Legionowo",14
417,Komisariat 418,"plac Jeziorna 393
63-962 Mawa",15
418,Komisariat 419,"aleja Miosza 24/41
64-622 Piastow",19
419,Komisariat 420,"plac Zwirowa 77
17-287 Turek",23
420,Komisariat 421,"plac Dziakowa 62
77-575 Wagrowiec",29
421,Komisariat 422,"aleja Kwiatowa 13/85
92-261 Szczytno",24
422,Komisariat 423,"al. Fredry 50
17-035 Srem",18
423,Komisariat 424,"plac Lubelska 18/05
23-864 Zywiec",22
424,Komisariat 425,"ulica Slaska 289
04-560 Suwaki",24
425,Komisariat 426,"aleja Jadwigi 20
13-296 omza",19
426,Komisariat 427,"al. Podmiejska 476
52-224 Gogow",21
427,Komisariat 428,"ulica Poziomkowa 02/54
95-043 Swidnica",21
428,Komisariat 429,"pl. Ptasia 82/50
30-969 Turek",16
429,Komisariat 430,"ul. Krasickiego 65/67
33-128 ukow",24
430,Komisariat 431,"aleja Chopina 25/57
12-397 Swidnik",21
431,Komisariat 432,"ul. Liliowa 63
77-068 Pszczyna",21
432,Komisariat 433,"pl. Malczewskiego 771
70-733 Swarzedz",20
433,Komisariat 434,"ul. Zota 95
60-487 Czeladz",13
434,Komisariat 435,"aleja Piekna 83/70
78-005 Torun",11
435,Komisariat 436,"ul. Jarzebinowa 83/44
77-938 Tarnowskie Gory",15
436,Komisariat 437,"pl. Koscielna 47
03-569 Chem",15
437,Komisariat 438,"plac Wadysawa Jagiey 68/97
78-495 Bielsk Podlaski",22
438,Komisariat 439,"plac Dziakowa 93/15
33-650 Koo",13
439,Komisariat 440,"plac Kolonia 94/64
26-270 Bochnia",25
440,Komisariat 441,"aleja Norwida 240
84-119 Kwidzyn",18
441,Komisariat 442,"aleja Zachodnia 06/90
55-605 Zary",18
442,Komisariat 443,"ul. Zrodlana 100
90-802 Minsk Mazowiecki",22
443,Komisariat 444,"ul. Baczynskiego 08/00
45-974 Oawa",22
444,Komisariat 445,"al. Ceglana 16
16-033 Warszawa",12
445,Komisariat 446,"plac Daleka 31/85
97-644 Wejherowo",17
446,Komisariat 447,"plac Gorna 62/26
91-625 Bartoszyce",20
447,Komisariat 448,"pl. Stefana Batorego 94/99
71-274 Tarnobrzeg",17
448,Komisariat 449,"pl. Konwaliowa 38
45-333 Ciechanow",24
449,Komisariat 450,"ul. Jadwigi 755
57-016 Piaseczno",18
450,Komisariat 451,"plac Zachodnia 014
52-374 Dabrowa Gornicza",16
451,Komisariat 452,"ulica Krucza 29/16
05-153 Oswiecim",21
452,Komisariat 453,"pl. Sosnowa 463
72-290 Siedlce",16
453,Komisariat 454,"pl. Sowicza 086
02-523 Sosnowiec",27
454,Komisariat 455,"ulica Poznanska 47
65-101 Katowice",24
455,Komisariat 456,"al. Stawowa 044
91-602 Stargard Szczecinski",21
456,Komisariat 457,"ul. Czeresniowa 44
14-390 ukow",22
457,Komisariat 458,"plac Orzeszkowej 936
54-817 Koszalin",28
458,Komisariat 459,"pl. Zamkowa 14
37-754 Gliwice",19
459,Komisariat 460,"pl. abedzia 011
65-449 Zdunska Wola",18
460,Komisariat 461,"pl. Strzelecka 85/25
65-523 Lubartow",21
461,Komisariat 462,"ulica Morska 901
05-236 Chojnice",18
462,Komisariat 463,"ulica Cmentarna 706
84-313 Dabrowa Gornicza",18
463,Komisariat 464,"ul. Gornicza 319
45-041 Katowice",18
464,Komisariat 465,"ulica Baczynskiego 96/25
84-543 Pabianice",16
465,Komisariat 466,"ul. Korczaka 97
31-851 Szczytno",19
466,Komisariat 467,"pl. Sienkiewicza 740
30-210 Dabrowa Gornicza",20
467,Komisariat 468,"aleja Stawowa 37
04-021 Ruda Slaska",16
468,Komisariat 469,"ul. Bekitna 792
85-724 Sandomierz",15
469,Komisariat 470,"ul. Przechodnia 718
95-188 Jarosaw",23
470,Komisariat 471,"aleja Malczewskiego 59
30-080 Gliwice",18
471,Komisariat 472,"al. Magnoliowa 89
25-866 Lubartow",26
472,Komisariat 473,"al. Tartaczna 89/41
27-003 Skierniewice",21
473,Komisariat 474,"ul. Wesoa 82
20-108 Zagan",17
474,Komisariat 475,"al. Czestochowska 00/53
81-346 Piekary Slaskie",20
475,Komisariat 476,"al. Modrzewiowa 00/78
49-670 Ruda Slaska",12
476,Komisariat 477,"pl. Stroma 317
59-469 Knurow",17
477,Komisariat 478,"ulica Pszenna 16
77-858 Nowa Sol",28
478,Komisariat 479,"aleja Rzemieslnicza 65/67
30-653 Pruszcz Gdanski",21
479,Komisariat 480,"al. Urocza 134
90-605 Marki",16
480,Komisariat 481,"pl. Kopernika 416
82-249 Szczecin",21
481,Komisariat 482,"ul. Kilinskiego 587
49-194 Kwidzyn",20
482,Komisariat 483,"ulica Cyprysowa 34/28
04-785 Bigoraj",32
483,Komisariat 484,"ul. Spodzielcza 85/56
72-771 Czerwionka-Leszczyny",20
484,Komisariat 485,"pl. Staszica 890
82-747 Ostroda",20
485,Komisariat 486,"aleja Orkana 287
31-929 Swinoujscie",20
486,Komisariat 487,"plac Jezynowa 03/18
79-309 Raciborz",19
487,Komisariat 488,"ul. Strumykowa 078
91-431 Ek",21
488,Komisariat 489,"ulica Grunwaldzka 77/70
44-053 Pock",19
489,Komisariat 490,"ulica Mysliwska 95/30
44-361 Ostrow Mazowiecka",21
490,Komisariat 491,"ul. Lazurowa 585
10-746 Nowy Targ",13
491,Komisariat 492,"ul. Konwaliowa 54
84-218 Tarnowskie Gory",26
492,Komisariat 493,"plac Poznanska 17
39-067 Gliwice",23
493,Komisariat 494,"ulica Warynskiego 894
26-776 Olkusz",16
494,Komisariat 495,"al. Mysliwska 30
55-171 Brzeg",23
495,Komisariat 496,"ul. Zwirki i Wigury 66
77-069 Gorzow Wielkopolski",17
496,Komisariat 497,"al. Bursztynowa 33
53-652 Bigoraj",20
497,Komisariat 498,"ulica Prosta 522
65-805 Tychy",17
498,Komisariat 499,"aleja Nakowskiej 05
20-701 Nowy Sacz",17
499,Komisariat 500,"plac Debowa 013
10-769 Szczecinek",9
500,Komisariat 501,"ulica Hallera 583
98-913 Zgierz",19
501,Komisariat 502,"al. Prusa 048
82-623 Bechatow",13
502,Komisariat 503,"plac Wiklinowa 01/32
13-432 Koo",18
503,Komisariat 504,"aleja Wesoa 353
13-481 Wielun",17
504,Komisariat 505,"aleja Dabrowskiego 43
06-670 Gdansk",20
505,Komisariat 506,"al. Fabryczna 33/80
85-967 Elblag",23
506,Komisariat 507,"pl. Kolonia 77
07-050 Supsk",17
507,Komisariat 508,"plac Akacjowa 16/58
04-374 Myszkow",19
508,Komisariat 509,"al. Swierczewskiego 82
89-630 Siemianowice Slaskie",16
509,Komisariat 510,"ulica Jana 623
30-008 Kielce",18
510,Komisariat 511,"aleja Zbozowa 00/71
29-976 Lubon",24
511,Komisariat 512,"plac Miosza 58
33-626 Swarzedz",28
512,Komisariat 513,"plac Rubinowa 38/44
45-522 Piaseczno",16
513,Komisariat 514,"ul. Konstytucji 3 Maja 040
96-068 Zary",21
514,Komisariat 515,"ul. Polna 49/13
24-834 Swiebodzice",26
515,Komisariat 516,"ulica Norwida 36/94
38-741 Czechowice-Dziedzice",24
516,Komisariat 517,"ul. Paderewskiego 66/55
14-356 Bigoraj",26
517,Komisariat 518,"pl. Rycerska 251
87-623 Bedzin",19
518,Komisariat 519,"pl. Parkowa 36
80-784 Rumia",23
519,Komisariat 520,"ul. Piastowska 19/16
26-555 Goleniow",27
520,Komisariat 521,"al. Tuwima 50/97
26-737 Lubartow",25
521,Komisariat 522,"ulica Zota 97
59-716 Stargard Szczecinski",22
522,Komisariat 523,"al. Dobra 16
14-012 Zgierz",12
523,Komisariat 524,"ul. Lelewela 78/06
69-042 Chorzow",24
524,Komisariat 525,"ulica Krolewska 456
38-673 Lubin",22
525,Komisariat 526,"plac Lipowa 340
61-862 Bartoszyce",22
526,Komisariat 527,"plac Slaska 55/48
42-367 Police",19
527,Komisariat 528,"al. Brzechwy 67
43-126 Jastrzebie-Zdroj",15
528,Komisariat 529,"ul. Jana Sobieskiego 70
34-724 Sopot",22
529,Komisariat 530,"aleja Wiazowa 05/73
15-172 Poznan",33
530,Komisariat 531,"al. Prosta 356
19-475 Wabrzych",20
531,Komisariat 532,"aleja Szmaragdowa 03/07
57-142 Bartoszyce",20
532,Komisariat 533,"aleja Wieniawskiego 029
89-580 Zabrze",29
533,Komisariat 534,"al. Willowa 933
51-695 Siedlce",22
534,Komisariat 535,"plac Mokra 37
72-669 Zamosc",17
535,Komisariat 536,"aleja Podgorna 575
26-610 Wielun",19
536,Komisariat 537,"ulica Daszynskiego 126
06-058 Turek",15
537,Komisariat 538,"ulica Krucza 863
31-077 Police",24
538,Komisariat 539,"al. Kruczkowskiego 56/52
88-930 Zawiercie",19
539,Komisariat 540,"aleja Konstytucji 3 Maja 858
59-236 Wabrzych",21
540,Komisariat 541,"plac Fabryczna 79
59-235 Czestochowa",25
541,Komisariat 542,"pl. Warynskiego 368
32-079 Jaso",9
542,Komisariat 543,"aleja Puaskiego 99/60
08-237 Ketrzyn",24
543,Komisariat 544,"pl. Sonecznikowa 97/10
58-109 Raciborz",10
544,Komisariat 545,"ul. Jaskocza 17/78
43-211 Zawiercie",15
545,Komisariat 546,"al. Reja 213
87-380 Tarnowskie Gory",23
546,Komisariat 547,"ul. Nakowskiej 788
33-042 Szczytno",19
547,Komisariat 548,"ulica Makuszynskiego 54/41
10-752 Czeladz",20
548,Komisariat 549,"pl. Wieniawskiego 56/54
49-253 Brzeg",24
549,Komisariat 550,"ulica Poznanska 00/82
97-976 Gizycko",24
550,Komisariat 551,"aleja Waska 25
50-106 Nowy Targ",14
551,Komisariat 552,"aleja Wiosenna 60
09-723 Ostroeka",24
552,Komisariat 553,"ul. Lipca 568
44-345 Nowy Sacz",22
553,Komisariat 554,"al. Mazurska 256
62-958 Biaogard",18
554,Komisariat 555,"al. Jastrzebia 569
06-601 Zawiercie",18
555,Komisariat 556,"al. Szpitalna 99
23-391 Skawina",28
556,Komisariat 557,"plac Kreta 719
10-010 Poznan",14
557,Komisariat 558,"pl. Piekna 92
14-701 Bochnia",16
558,Komisariat 559,"aleja Wilcza 988
47-399 Minsk Mazowiecki",22
559,Komisariat 560,"plac Rataja 03
11-345 Legnica",28
560,Komisariat 561,"aleja Willowa 48/37
61-924 Ostroda",21
561,Komisariat 562,"aleja Jezynowa 577
88-228 Legionowo",17
562,Komisariat 563,"pl. Jesienna 687
80-688 Szczytno",12
563,Komisariat 564,"aleja Kasprowicza 898
10-732 Ketrzyn",15
564,Komisariat 565,"ulica Konarskiego 657
22-922 Lebork",19
565,Komisariat 566,"ulica Wislana 750
57-116 Krotoszyn",26
566,Komisariat 567,"al. Niepodlegosci 72/44
13-064 Legnica",12
567,Komisariat 568,"ul. Niepodlegosci 40/14
36-694 Gizycko",18
568,Komisariat 569,"plac Szarych Szeregow 01
31-430 Pia",9
569,Komisariat 570,"pl. Szpitalna 43/30
37-789 Lubartow",25
570,Komisariat 571,"plac Poudniowa 28
40-747 Pia",14
571,Komisariat 572,"plac Jarzebinowa 383
10-481 Reda",18
572,Komisariat 573,"ul. Rzemieslnicza 802
69-966 Bielawa",25
573,Komisariat 574,"plac Lwowska 12
42-064 Skarzysko-Kamienna",16
574,Komisariat 575,"aleja Miarki 50/61
73-806 Jaworzno",24
575,Komisariat 576,"ul. Asnyka 51
07-703 Sanok",17
576,Komisariat 577,"aleja Wojciecha 30/47
74-997 Stargard Szczecinski",20
577,Komisariat 578,"plac Lubelska 159
59-749 Nysa",11
578,Komisariat 579,"plac Batalionow Chopskich 72
44-479 Reda",25
579,Komisariat 580,"aleja Borowa 907
72-845 ukow",19
580,Komisariat 581,"ulica Konwaliowa 57
24-489 Bielsko-Biaa",21
581,Komisariat 582,"aleja Kolorowa 00/24
41-905 Biaa Podlaska",18
582,Komisariat 583,"al. Powstancow Wielkopolskich 217
02-192 Krakow",19
583,Komisariat 584,"ul. Wybickiego 095
73-217 Kielce",25
584,Komisariat 585,"plac Szeroka 33
01-524 Zabki",12
585,Komisariat 586,"plac Narcyzowa 70
06-251 Krakow",17
586,Komisariat 587,"pl. Przechodnia 059
52-897 Jaworzno",21
587,Komisariat 588,"ul. Wrzosowa 771
56-778 Koobrzeg",19
588,Komisariat 589,"ul. Zwyciestwa 64
54-495 Zabki",25
589,Komisariat 590,"plac Okulickiego 41
25-025 Tarnobrzeg",19
590,Komisariat 591,"ul. Sucharskiego 32/79
55-462 Koo",25
591,Komisariat 592,"plac Magnoliowa 41
12-860 Tarnobrzeg",18
592,Komisariat 593,"pl. Lesna 64/48
47-622 Bolesawiec",28
593,Komisariat 594,"pl. Irysowa 44/74
94-104 Zary",26
594,Komisariat 595,"al. Lipca 44/33
08-924 Nysa",18
595,Komisariat 596,"al. Nakowskiej 68/46
87-664 Piastow",21
596,Komisariat 597,"ulica Kreta 72
07-821 Nowy Dwor Mazowiecki",24
597,Komisariat 598,"ulica Wiklinowa 02/83
09-954 Cieszyn",20
598,Komisariat 599,"plac Wilcza 45
07-419 Piekary Slaskie",19
599,Komisariat 600,"al. Szmaragdowa 692
87-751 Czestochowa",17
600,Komisariat 601,"plac Jodowa 296
10-473 Warszawa",27
601,Komisariat 602,"plac Liliowa 97/85
59-402 Piekary Slaskie",22
602,Komisariat 603,"aleja Tuwima 942
83-900 Gliwice",17
603,Komisariat 604,"pl. Sikorskiego 07
54-980 Ostrowiec Swietokrzyski",19
604,Komisariat 605,"plac Zielna 89/86
17-252 Swinoujscie",18
605,Komisariat 606,"plac Owocowa 226
19-665 Pia",26
606,Komisariat 607,"ul. Skadowa 547
56-517 Lubin",19
607,Komisariat 608,"ul. Kazimierza Wielkiego 275
55-242 Skarzysko-Kamienna",12
608,Komisariat 609,"al. Graniczna 527
52-932 Turek",32
609,Komisariat 610,"plac Krucza 04
59-731 Sandomierz",21
610,Komisariat 611,"aleja Handlowa 15
11-847 Ciechanow",20
611,Komisariat 612,"plac Parkowa 907
61-408 Starogard Gdanski",17
612,Komisariat 613,"al. Wiosenna 66
09-416 Swidnik",25
613,Komisariat 614,"plac Zacisze 56/71
10-113 Lebork",20
614,Komisariat 615,"ul. Okrezna 23/99
58-930 Polkowice",16
615,Komisariat 616,"ulica Osiedlowa 14/25
56-846 Woomin",19
616,Komisariat 617,"plac Zauek 864
95-906 Mikoow",20
617,Komisariat 618,"plac Przemysowa 336
09-115 Szczytno",17
618,Komisariat 619,"al. Opolska 45/95
27-508 Nowa Sol",6
619,Komisariat 620,"plac Waowa 149
63-570 Bigoraj",29
620,Komisariat 621,"ul. Rataja 97
16-653 Ostrowiec Swietokrzyski",14
621,Komisariat 622,"ulica Pisudskiego 561
64-054 Polkowice",22
622,Komisariat 623,"ulica Staffa 65
61-928 Nowy Dwor Mazowiecki",18
623,Komisariat 624,"al. Grabowa 81
50-808 Grudziadz",21
624,Komisariat 625,"al. Pisudskiego 650
29-898 Kodzko",23
625,Komisariat 626,"aleja Wschodnia 874
75-576 Bielsko-Biaa",19
626,Komisariat 627,"al. Jarzebinowa 152
04-812 Szczecin",21
627,Komisariat 628,"pl. Teczowa 92/72
71-553 Gniezno",20
628,Komisariat 629,"al. Zakole 555
24-178 Bielawa",26
629,Komisariat 630,"pl. Mostowa 825
42-753 Gniezno",19
630,Komisariat 631,"plac Poniatowskiego 24
66-114 Wejherowo",17
631,Komisariat 632,"ul. Cisowa 59
52-069 Stalowa Wola",22
632,Komisariat 633,"al. Floriana 58/29
31-732 Gniezno",13
633,Komisariat 634,"al. Wiejska 35
12-316 Siedlce",15
634,Komisariat 635,"aleja Krancowa 08
66-537 Gorlice",24
635,Komisariat 636,"ul. Kosynierow 78/01
69-209 Otwock",22
636,Komisariat 637,"ul. Pisudskiego 45
45-088 Szczytno",22
637,Komisariat 638,"al. Odrzanska 243
48-591 Zambrow",15
638,Komisariat 639,"ulica Stolarska 30
15-220 Zagan",18
639,Komisariat 640,"ulica Piekarska 344
27-221 Zawiercie",17
640,Komisariat 641,"plac Szczesliwa 991
83-751 Swarzedz",22
641,Komisariat 642,"pl. Jagodowa 46
83-328 omza",21
642,Komisariat 643,"al. Towarowa 923
51-258 Czerwionka-Leszczyny",26
643,Komisariat 644,"ul. Malinowa 46
44-409 Gdansk",23
644,Komisariat 645,"ulica akowa 185
24-156 Brodnica",24
645,Komisariat 646,"al. Narcyzowa 34
25-841 Olsztyn",20
646,Komisariat 647,"plac Podwale 75
21-745 Skierniewice",12
647,Komisariat 648,"ulica Spokojna 017
95-184 Gdynia",23
648,Komisariat 649,"ul. Zamkowa 72
78-837 Ciechanow",24
649,Komisariat 650,"ulica Wyzwolenia 88/13
52-479 Jelenia Gora",21
650,Komisariat 651,"al. Krolewska 024
78-797 Wagrowiec",17
651,Komisariat 652,"ul. Jaowcowa 91
96-458 Chem",17
652,Komisariat 653,"plac Zaciszna 388
72-387 Ponsk",12
653,Komisariat 654,"aleja Sikorskiego 13
04-977 Zabki",21
654,Komisariat 655,"ulica Sokola 483
86-837 Grudziadz",26
655,Komisariat 656,"ul. Kaliska 40
21-301 Katowice",18
656,Komisariat 657,"ul. Sucharskiego 777
81-089 Szczytno",18
657,Komisariat 658,"plac Jadwigi 97/34
88-327 Radom",16
658,Komisariat 659,"plac Truskawkowa 87
65-146 Koscierzyna",22
659,Komisariat 660,"plac Rynek 10
51-596 Jawor",24
660,Komisariat 661,"ul. Wesoa 173
43-914 Ostrow Mazowiecka",18
661,Komisariat 662,"al. Rynek 25
99-068 Koscierzyna",25
662,Komisariat 663,"pl. Niecaa 28
03-078 Konin",21
663,Komisariat 664,"al. Liliowa 188
48-609 Leszno",16
664,Komisariat 665,"ulica Kasprowicza 19/49
42-614 Knurow",19
665,Komisariat 666,"ul. Puaskiego 89/49
70-947 Stargard Szczecinski",13
666,Komisariat 667,"plac Gogowa 56/28
29-468 Swinoujscie",17
667,Komisariat 668,"ul. Lotnicza 104
35-304 Leszno",19
668,Komisariat 669,"ul. Bydgoska 993
14-453 Supsk",19
669,Komisariat 670,"pl. Kreta 639
40-165 Tarnowskie Gory",19
670,Komisariat 671,"plac Dabrowskiego 534
55-515 Chem",20
671,Komisariat 672,"al. Gaczynskiego 04
81-459 Radom",13
672,Komisariat 673,"aleja Makowa 223
18-733 Zdunska Wola",23
673,Komisariat 674,"al. Mickiewicza 22
96-232 Biaa Podlaska",18
674,Komisariat 675,"ulica Jasna 58/69
58-338 Brodnica",20
675,Komisariat 676,"aleja Chopina 37
70-594 Swarzedz",18
676,Komisariat 677,"plac Orzeszkowej 154
09-331 Pabianice",21
677,Komisariat 678,"ulica Wspolna 376
21-979 Elblag",15
678,Komisariat 679,"ulica Zielna 60/57
92-001 Tarnowskie Gory",22
679,Komisariat 680,"pl. Jaworowa 76/44
56-185 Sopot",15
680,Komisariat 681,"al. Fabryczna 74/18
99-808 Bielawa",25
681,Komisariat 682,"plac Wiejska 01
12-507 Oawa",15
682,Komisariat 683,"pl. Orzeszkowej 80/27
73-965 Supsk",22
683,Komisariat 684,"pl. Storczykowa 00/67
95-667 Wejherowo",18
684,Komisariat 685,"al. Kruczkowskiego 481
91-963 Starogard Gdanski",20
685,Komisariat 686,"al. Lwowska 39/26
46-129 Woomin",20
686,Komisariat 687,"al. Korfantego 259
65-459 Mysowice",16
687,Komisariat 688,"aleja Sarnia 076
06-606 Sopot",24
688,Komisariat 689,"plac Floriana 510
67-402 Sieradz",20
689,Komisariat 690,"ul. Krolewska 050
96-454 Mysowice",19
690,Komisariat 691,"aleja Odrzanska 18
12-573 Koszalin",17
691,Komisariat 692,"aleja Skosna 96
30-937 Zambrow",28
692,Komisariat 693,"ulica Jarzebinowa 16
40-896 Ketrzyn",18
693,Komisariat 694,"pl. Wrzosowa 21/74
25-939 Swidnik",20
694,Komisariat 695,"ulica Przemysowa 35
87-367 Bielsk Podlaski",28
695,Komisariat 696,"aleja Staszica 07
29-891 Zabrze",18
696,Komisariat 697,"pl. Zacisze 43
21-775 owicz",15
697,Komisariat 698,"pl. Chopina 62/68
35-051 Bytom",24
698,Komisariat 699,"ulica Widok 11/49
41-788 Dzierzoniow",21
699,Komisariat 700,"al. Wyzwolenia 092
91-026 Tomaszow Mazowiecki",24
700,Komisariat 701,"al. Letniskowa 36/18
98-519 odz",12
701,Komisariat 702,"pl. Waska 06
99-377 Tomaszow Mazowiecki",17
702,Komisariat 703,"al. Zbozowa 85
32-045 Tczew",24
703,Komisariat 704,"pl. Malinowa 501
55-829 Zory",17
704,Komisariat 705,"aleja Zacisze 58
26-519 Puawy",22
705,Komisariat 706,"pl. Konarskiego 108
11-961 Chorzow",12
706,Komisariat 707,"ulica Liliowa 154
80-968 Biaystok",20
707,Komisariat 708,"plac Partyzantow 263
75-248 Pszczyna",18
708,Komisariat 709,"aleja Orzeszkowej 09/20
27-614 Zgierz",24
709,Komisariat 710,"al. Turkusowa 62/16
35-452 Puawy",19
710,Komisariat 711,"ulica Cedrowa 527
62-792 Tarnowskie Gory",21
711,Komisariat 712,"ulica Dabrowskiej 37
10-507 Olsztyn",19
712,Komisariat 713,"ulica Dojazdowa 259
21-395 Jastrzebie-Zdroj",17
713,Komisariat 714,"pl. Odrzanska 473
58-004 Legionowo",19
714,Komisariat 715,"al. Mazurska 60/53
50-530 Reda",21
715,Komisariat 716,"al. Jagodowa 89
19-059 Dabrowa Gornicza",14
716,Komisariat 717,"ulica Wrocawska 79
14-341 Jelenia Gora",16
717,Komisariat 718,"aleja Magnoliowa 97/23
45-298 Bolesawiec",22
718,Komisariat 719,"plac Puaskiego 35
25-918 Swarzedz",21
719,Komisariat 720,"pl. Opolska 44/56
08-916 Leszno",13
720,Komisariat 721,"ulica Fabryczna 10
10-960 Dabrowa Gornicza",16
721,Komisariat 722,"aleja Batalionow Chopskich 553
68-698 Pruszkow",21
722,Komisariat 723,"pl. Soneczna 411
72-314 Marki",18
723,Komisariat 724,"al. Swierczewskiego 70
60-982 Czechowice-Dziedzice",16
724,Komisariat 725,"aleja Lwowska 864
86-568 Starachowice",20
725,Komisariat 726,"pl. Turkusowa 032
80-425 Sanok",16
726,Komisariat 727,"ulica Dabrowskiego 232
88-494 Bedzin",22
727,Komisariat 728,"ulica Korfantego 68
14-414 Pruszcz Gdanski",18
728,Komisariat 729,"pl. Sybirakow 85/19
46-524 Biaa Podlaska",14
729,Komisariat 730,"ulica Rejtana 19
67-336 Tarnobrzeg",16
730,Komisariat 731,"aleja Przemysowa 09
83-851 Lubon",14
731,Komisariat 732,"ulica Kasztanowa 252
09-801 Pia",29
732,Komisariat 733,"pl. Staffa 66/76
20-270 Brzeg",16
733,Komisariat 734,"aleja Gorna 514
85-316 Minsk Mazowiecki",26
734,Komisariat 735,"plac Kazimierza Wielkiego 13
40-842 Starogard Gdanski",16
735,Komisariat 736,"ul. Powstancow Slaskich 09/79
01-643 Wejherowo",15
736,Komisariat 737,"ul. Zakatek 739
23-465 Olsztyn",18
737,Komisariat 738,"pl. Pomorska 876
55-924 Gogow",19
738,Komisariat 739,"al. Wolnosci 479
83-286 Ek",18
739,Komisariat 740,"al. Wadysawa okietka 02
90-382 Tarnobrzeg",12
740,Komisariat 741,"aleja Sciegiennego 40
09-153 Zagan",24
741,Komisariat 742,"ul. Bolesawa Krzywoustego 367
53-169 Elblag",18
742,Komisariat 743,"pl. Przemysowa 95
73-369 Ostrow Mazowiecka",17
743,Komisariat 744,"plac Stolarska 74
32-603 Rybnik",17
744,Komisariat 745,"ulica Krokusowa 464
19-274 Biaystok",25
745,Komisariat 746,"ulica Krasinskiego 858
52-633 Gizycko",24
746,Komisariat 747,"pl. Armii Krajowej 07
12-672 Bielsk Podlaski",16
747,Komisariat 748,"plac Grabowa 887
60-360 Jastrzebie-Zdroj",25
748,Komisariat 749,"aleja Staszica 51/71
34-905 Supsk",21
749,Komisariat 750,"pl. Matejki 373
67-477 Ruda Slaska",25
750,Komisariat 751,"al. Zeglarska 74
32-764 Warszawa",24
